id_persona	forma	clip	local_start_s	local_end_s	absolute_start_s	absolute_end_s	prob_min	prob_mean	centre_rel_s	f0_hz	f1_hz	f2_hz	f3_hz	estat
pa-061	llavors	clips/pa-061__llavors__380.77.wav	1.480	1.890	382.250	382.660	0.5349	0.7652	1.685	192.71	754.58	1094.07	2152.52	token QA; no és consens de dos models; pendent d'audició
pa-062	bueno	clips/pa-062__bueno__297.17.wav	1.560	1.910	298.730	299.080	0.6062	0.6062	1.735	140.55	351.39	1285.77	2603.11	token QA; no és consens de dos models; pendent d'audició
pa-062	crec	clips/pa-062__crec__1037.89.wav	1.040	1.290	1038.930	1039.180	0.9952	0.9952	1.165		643.61	1391.02	3033.20	token QA; no és consens de dos models; pendent d'audició
pa-062	diguem	clips/pa-062__diguem__191.37.wav	3.720	4.080	195.090	195.450	0.6091	0.7931	3.900	73.82	385.90	1174.85	2585.03	token QA; no és consens de dos models; pendent d'audició
pa-062	perquè	clips/pa-062__perqu__73.97.wav	1.190	1.720	75.160	75.690	0.9024	0.9024	1.455	127.42	278.54	1378.01	3051.72	token QA; no és consens de dos models; pendent d'audició
pa-062	és a dir	clips/pa-062__s-a-dir__973.65.wav	1.000	1.770	974.650	975.420	0.7665	0.9205	1.385		658.98	1618.07	2518.15	token QA; no és consens de dos models; pendent d'audició
pa-063	a nivell	clips/pa-063__a-nivell__1143.61.wav	2.440	2.860	1146.050	1146.470	0.7218	0.9013	2.650	172.69	402.79	1702.63	2771.91	token QA; no és consens de dos models; pendent d'audició
pa-063	a veure	clips/pa-063__a-veure__402.13.wav	0.000	1.060	402.130	403.190	0.0333	0.4389	0.530		630.85	1742.86	3228.17	token QA; no és consens de dos models; pendent d'audició
pa-063	bé	clips/pa-063__b__105.97.wav	0.000	0.330	105.970	106.300	0.5648	0.7805	0.165	492.70	494.36	1982.83	2791.93	token QA; no és consens de dos models; pendent d'audició
pa-063	clar	clips/pa-063__clar__392.49.wav	0.360	0.630	392.850	393.120	0.6773	0.6773	0.495	138.49	654.88	2014.55	2384.39	token QA; no és consens de dos models; pendent d'audició
pa-063	doncs	clips/pa-063__doncs__609.05.wav	0.700	1.050	609.750	610.100	0.7069	0.8531	0.875		570.18	1540.46	2430.67	token QA; no és consens de dos models; pendent d'audició
pa-063	llavors	clips/pa-063__llavors__39.49.wav	3.670	4.600	43.160	44.090	0.3329	0.5858	4.135	157.98	581.86	1681.09	2761.63	token QA; no és consens de dos models; pendent d'audició
pa-063	perquè	clips/pa-063__perqu__142.61.wav	0.000	0.480	142.610	143.090	0.0412	0.0412	0.240		696.58	2189.21	2744.00	token QA; no és consens de dos models; pendent d'audició
pa-064	a veure	clips/pa-064__a-veure__587.61.wav	1.270	1.890	588.880	589.500	0.9952	0.9955	1.580		499.50	1347.08	2590.44	token QA; no és consens de dos models; pendent d'audició
pa-064	bé	clips/pa-064__b__97.93.wav	0.000	0.430	97.930	98.360	0.6509	0.8236	0.215	473.85	482.31	1772.30	2819.72	token QA; no és consens de dos models; pendent d'audició
pa-064	clar	clips/pa-064__clar__109.97.wav	0.370	1.870	110.340	111.840	0.0737	0.0737	1.120		1172.10	2565.91	3675.30	token QA; no és consens de dos models; pendent d'audició
pa-064	crec	clips/pa-064__crec__1335.77.wav	2.300	2.670	1338.070	1338.440	0.9844	0.9844	2.485		732.28	2105.36	3105.72	token QA; no és consens de dos models; pendent d'audició
pa-064	o sigui	clips/pa-064__o-sigui__36.73.wav	1.520	1.870	38.250	38.600	0.7590	0.8793	1.695		1337.80	2039.14	3105.24	token QA; no és consens de dos models; pendent d'audició
pa-064	és a dir	clips/pa-064__s-a-dir__258.61.wav	0.080	0.670	258.690	259.280	0.0375	0.5612	0.375	128.58	418.11	1558.83	2649.85	token QA; no és consens de dos models; pendent d'audició
pa-065	bé	clips/pa-065__b__138.57.wav	1.470	1.770	140.040	140.340	0.9995	0.9995	1.620	125.83	440.27	1885.92	2382.21	token QA; no és consens de dos models; pendent d'audició
pa-065	clar	clips/pa-065__clar__221.29.wav	1.590	2.000	222.880	223.290	0.9627	0.9627	1.795		1133.99	1569.61	2495.53	token QA; no és consens de dos models; pendent d'audició
pa-065	crec	clips/pa-065__crec__1276.85.wav	0.830	0.940	1277.680	1277.790	0.6866	0.6866	0.885	186.15	468.95	1444.69	2520.31	token QA; no és consens de dos models; pendent d'audició
pa-065	doncs	clips/pa-065__doncs__157.49.wav	2.230	2.260	159.720	159.750	0.7556	0.8774	2.245	145.56	254.66	1619.66	2731.29	token QA; no és consens de dos models; pendent d'audició
pa-065	o sigui	clips/pa-065__o-sigui__191.65.wav	0.000	0.460	191.650	192.110	0.2516	0.6246	0.230		788.57	2599.51	3157.85	token QA; no és consens de dos models; pendent d'audició
pa-065	perquè	clips/pa-065__perqu__129.17.wav	2.530	2.870	131.700	132.040	0.8717	0.8717	2.700	136.69	379.14	1783.93	2188.07	token QA; no és consens de dos models; pendent d'audició
pa-065	és a dir	clips/pa-065__s-a-dir__221.29.wav	0.000	0.690	221.290	221.980	0.1110	0.6568	0.345		964.46	1768.45	3106.82	token QA; no és consens de dos models; pendent d'audició
pa-066	a nivell	clips/pa-066__a-nivell__25.21.wav	2.800	3.080	28.010	28.290	0.6618	0.8472	2.940	90.32	428.24	1808.50	2615.37	token QA; no és consens de dos models; pendent d'audició
pa-066	bueno	clips/pa-066__bueno__357.23.wav	1.470	2.070	358.700	359.300	0.8366	0.8366	1.770	97.13	368.86	597.75	2204.49	token QA; no és consens de dos models; pendent d'audició
pa-066	bé	clips/pa-066__b__10.13.wav	2.540	3.430	12.670	13.560	0.4289	0.4289	2.985	113.12	330.95	2282.09	3005.13	token QA; no és consens de dos models; pendent d'audició
pa-066	crec	clips/pa-066__crec__219.63.wav	4.560	5.020	224.190	224.650	0.4971	0.4971	4.790	103.02	552.78	1375.75	2495.31	token QA; no és consens de dos models; pendent d'audició
pa-066	de fet	clips/pa-066__de-fet__44.37.wav	1.460	1.790	45.830	46.160	0.7471	0.8722	1.625	97.51	393.16	1396.52	2616.10	token QA; no és consens de dos models; pendent d'audició
pa-066	evidentment	clips/pa-066__evidentment__89.75.wav	0.000	1.380	89.750	91.130	0.0340	0.5098	0.690	79.19	575.32	1385.10	2493.70	token QA; no és consens de dos models; pendent d'audició
pa-066	llavors	clips/pa-066__llavors__16.21.wav	1.400	1.840	17.610	18.050	0.7958	0.8590	1.620		682.98	1834.10	2914.91	token QA; no és consens de dos models; pendent d'audició
pa-066	perquè	clips/pa-066__perqu__21.81.wav	2.190	2.260	24.000	24.070	0.4434	0.4434	2.225	101.42	263.62	912.24	2321.13	token QA; no és consens de dos models; pendent d'audició
