prioritat_global	score_evidencia	categoria	forma	id_persona	interval_escolta	clip	consens_dos_asr	coincidencia_temporal_asr	forma_en_qa	conf_min_segment	conf_min_base_segment	estat_audicio
6	6	B-doble-ASR	de fet	pa-023	72.49-78.31	clips/pa-023__de-fet__72.49.wav	sí	no	sí	0.033		pendent
6	6	B-doble-ASR	llavors	pa-023	48.81-56.07	clips/pa-023__llavors__48.81.wav	sí	no	sí	0.035		pendent
6	6	B-doble-ASR	vull dir	pa-023	22.05-26.43	clips/pa-023__vull-dir__22.05.wav	sí	no	sí	0.040		pendent
6	6	B-doble-ASR	clar	pa-025	116.09-119.95	clips/pa-025__clar__116.09.wav	sí	no	sí	0.021		pendent
6	6	B-doble-ASR	bé	pa-026	99.97-103.47	clips/pa-026__b__99.97.wav	sí	no	sí	0.034		pendent
6	6	B-doble-ASR	o sigui	pa-026	434.17-437.67	clips/pa-026__o-sigui__434.17.wav	sí	no	sí	0.013		pendent
6	6	B-doble-ASR	vull dir	pa-026	311.77-316.07	clips/pa-026__vull-dir__311.77.wav	sí	no	sí	0.053		pendent
6	6	B-doble-ASR	clar	pa-027	35.13-40.47	clips/pa-027__clar__35.13.wav	sí	no	sí	0.101		pendent
6	6	B-doble-ASR	és a dir	pa-027	185.61-192.87	clips/pa-027__s-a-dir__185.61.wav	sí	no	sí	0.020		pendent
6	6	B-doble-ASR	aleshores	pa-030	392.41-397.91	clips/pa-030__aleshores__392.41.wav	sí	no	sí	0.042		pendent
6	6	B-doble-ASR	a veure	pa-031	4.25-9.07	clips/pa-031__a-veure__4.25.wav	sí	no	sí	0.101		pendent
6	6	B-doble-ASR	clar	pa-031	154.57-158.95	clips/pa-031__clar__154.57.wav	sí	no	sí	0.064		pendent
6	6	B-doble-ASR	doncs	pa-032	21.61-27.23	clips/pa-032__doncs__21.61.wav	sí	no	sí	0.030		pendent
6	6	B-doble-ASR	és a dir	pa-033	39.29-44.27	clips/pa-033__s-a-dir__39.29.wav	sí	no	sí	0.071		pendent
6	6	B-doble-ASR	bé	pa-034	18.85-23.15	clips/pa-034__b__18.85.wav	sí	no	sí	0.035		pendent
6	6	B-doble-ASR	és a dir	pa-034	319.09-323.47	clips/pa-034__s-a-dir__319.09.wav	sí	no	sí	0.080		pendent
6	6	B-doble-ASR	doncs	pa-035	195.49-202.11	clips/pa-035__doncs__195.49.wav	sí	no	sí	0.017		pendent
6	6	B-doble-ASR	clar	pa-037	186.29-198.91	clips/pa-037__clar__186.29.wav	sí	no	sí	0.012		pendent
6	6	B-doble-ASR	doncs	pa-038	2008.17-2013.95	clips/pa-038__doncs__2008.17.wav	sí	no	sí	0.020		pendent
6	6	B-doble-ASR	a veure	pa-041	200.25-205.75	clips/pa-041__a-veure__200.25.wav	sí	no	sí	0.244		pendent
6	6	B-doble-ASR	bueno	pa-041	165.25-173.75	clips/pa-041__bueno__165.25.wav	sí	no	sí	0.239		pendent
6	6	B-doble-ASR	doncs	pa-045	283.01-287.39	clips/pa-045__doncs__283.01.wav	sí	no	sí	0.059		pendent
6	6	B-doble-ASR	perquè	pa-045	175.33-183.63	clips/pa-045__perqu__175.33.wav	sí	no	sí	0.027		pendent
6	6	B-doble-ASR	aleshores	pa-049	110.29-118.67	clips/pa-049__aleshores__110.29.wav	sí	no	sí	0.081		pendent
6	6	B-doble-ASR	bé	pa-049	74.21-82.63	clips/pa-049__b__74.21.wav	sí	no	sí	0.024		pendent
6	6	B-doble-ASR	evidentment	pa-049	117.17-126.51	clips/pa-049__evidentment__117.17.wav	sí	no	sí	0.347		pendent
6	6	B-doble-ASR	llavors	pa-049	230.45-239.67	clips/pa-049__llavors__230.45.wav	sí	no	sí	0.025		pendent
6	6	B-doble-ASR	perquè	pa-049	68.85-75.71	clips/pa-049__perqu__68.85.wav	sí	no	sí	0.024		pendent
6	6	B-doble-ASR	vull dir	pa-049	208.09-214.63	clips/pa-049__vull-dir__208.09.wav	sí	no	sí	0.018		pendent
6	6	B-doble-ASR	o sigui	pa-055	434.17-437.67	clips/pa-055__o-sigui__434.17.wav	sí	no	sí	0.035		pendent
6	6	B-doble-ASR	bé	pa-056	436.49-441.47	clips/pa-056__b__436.49.wav	sí	no	sí	0.016		pendent
6	6	B-doble-ASR	doncs	pa-056	43.45-48.59	clips/pa-056__doncs__43.45.wav	sí	no	sí	0.040		pendent
6	6	B-doble-ASR	a nivell	pa-057	417.13-421.51	clips/pa-057__a-nivell__417.13.wav	sí	no	sí	0.094		pendent
6	6	B-doble-ASR	bé	pa-057	203.57-209.03	clips/pa-057__b__203.57.wav	sí	no	sí	0.043		pendent
6	6	B-doble-ASR	bueno	pa-059	166.17-173.63	clips/pa-059__bueno__166.17.wav	sí	no	sí	0.077		pendent
6	6	B-doble-ASR	evidentment	pa-059	152.13-162.03	clips/pa-059__evidentment__152.13.wav	sí	no	sí	0.081		pendent
6	6	B-doble-ASR	a nivell	pa-060	201.93-208.63	clips/pa-060__a-nivell__201.93.wav	sí	no	sí	0.096		pendent
6	6	B-doble-ASR	doncs	pa-060	177.97-182.63	clips/pa-060__doncs__177.97.wav	sí	no	sí	0.042		pendent
6	6	B-doble-ASR	vull dir	pa-060	20.65-26.35	clips/pa-060__vull-dir__20.65.wav	sí	no	sí	0.023		pendent
6	6	B-doble-ASR	o sigui	pa-061	161.05-167.39	clips/pa-061__o-sigui__161.05.wav	sí	no	sí	0.037		pendent
6	6	B-doble-ASR	vull dir	pa-061	193.57-200.03	clips/pa-061__vull-dir__193.57.wav	sí	no	sí	0.078		pendent
6	6	B-doble-ASR	o sigui	pa-062	236.01-241.71	clips/pa-062__o-sigui__236.01.wav	sí	no	sí	0.087		pendent
6	6	B-doble-ASR	crec	pa-063	758.81-763.23	clips/pa-063__crec__758.81.wav	sí	no	sí	0.064		pendent
6	6	B-doble-ASR	o sigui	pa-063	826.09-830.95	clips/pa-063__o-sigui__826.09.wav	sí	no	sí	0.080		pendent
6	6	B-doble-ASR	perquè	pa-064	27.57-33.27	clips/pa-064__perqu__27.57.wav	sí	no	sí	0.008		pendent
6	6	B-doble-ASR	aleshores	pa-065	170.69-174.71	clips/pa-065__aleshores__170.69.wav	sí	no	sí	0.027		pendent
6	6	B-doble-ASR	bueno	pa-065	1389.05-1393.75	clips/pa-065__bueno__1389.05.wav	sí	no	sí	0.054		pendent
6	4	D-divergent	llavors	pa-014	228.25-237.35	clips/pa-014__llavors__228.25.wav	sí	no	no	0.065		pendent
6	4	D-divergent	bueno	pa-017	823.25-829.75	clips/pa-017__bueno__823.25.wav	sí	no	no	0.084		pendent
6	4	D-divergent	bé	pa-017	112.25-118.15	clips/pa-017__b__112.25.wav	sí	no	no	0.261		pendent
6	4	D-divergent	a veure	pa-018	825.61-833.55	clips/pa-018__a-veure__825.61.wav	sí	no	no	0.038		pendent
6	4	D-divergent	bueno	pa-018	23.21-28.91	clips/pa-018__bueno__23.21.wav	sí	no	no	0.031		pendent
6	4	D-divergent	clar	pa-018	112.73-117.35	clips/pa-018__clar__112.73.wav	sí	no	no	0.040		pendent
6	4	D-divergent	doncs	pa-018	33.53-39.87	clips/pa-018__doncs__33.53.wav	sí	no	no	0.031		pendent
6	4	D-divergent	és a dir	pa-019	56.25-60.75	clips/pa-019__s-a-dir__56.25.wav	sí	no	no	0.106		pendent
6	4	D-divergent	bueno	pa-020	13.57-19.47	clips/pa-020__bueno__13.57.wav	sí	no	no	0.029		pendent
6	4	D-divergent	vull dir	pa-020	165.45-170.99	clips/pa-020__vull-dir__165.45.wav	sí	no	no	0.034		pendent
6	4	D-divergent	aleshores	pa-021	12.25-16.87	clips/pa-021__aleshores__12.25.wav	sí	no	no	0.044		pendent
6	4	D-divergent	bueno	pa-022	122.85-126.95	clips/pa-022__bueno__122.85.wav	sí	no	no	0.057		pendent
6	4	D-divergent	llavors	pa-022	57.37-61.35	clips/pa-022__llavors__57.37.wav	sí	no	no	0.031		pendent
6	4	D-divergent	doncs	pa-026	6.33-9.67	clips/pa-026__doncs__6.33.wav	sí	no	no	0.034		pendent
6	4	D-divergent	llavors	pa-026	81.13-84.63	clips/pa-026__llavors__81.13.wav	sí	no	no	0.015		pendent
6	4	D-divergent	bueno	pa-027	35.13-40.47	clips/pa-027__bueno__35.13.wav	sí	no	no	0.081		pendent
6	4	D-divergent	llavors	pa-027	137.93-143.43	clips/pa-027__llavors__137.93.wav	sí	no	no	0.085		pendent
6	4	D-divergent	vull dir	pa-027	254.25-260.87	clips/pa-027__vull-dir__254.25.wav	sí	no	no	0.047		pendent
6	4	D-divergent	bueno	pa-029	720.69-724.19	clips/pa-029__bueno__720.69.wav	sí	no	no	0.153		pendent
6	4	D-divergent	bé	pa-029	42.97-46.79	clips/pa-029__b__42.97.wav	sí	no	no	0.052		pendent
6	4	D-divergent	doncs	pa-029	127.61-131.67	clips/pa-029__doncs__127.61.wav	sí	no	no	0.017		pendent
6	4	D-divergent	llavors	pa-029	42.97-46.79	clips/pa-029__llavors__42.97.wav	sí	no	no	0.034		pendent
6	4	D-divergent	perquè	pa-029	249.69-254.43	clips/pa-029__perqu__249.69.wav	sí	no	no	0.033		pendent
6	4	D-divergent	bé	pa-031	329.13-333.07	clips/pa-031__b__329.13.wav	sí	no	no	0.074		pendent
6	4	D-divergent	llavors	pa-032	174.13-178.67	clips/pa-032__llavors__174.13.wav	sí	no	no	0.044		pendent
6	4	D-divergent	bueno	pa-034	33.81-39.07	clips/pa-034__bueno__33.81.wav	sí	no	no	0.045		pendent
6	4	D-divergent	doncs	pa-034	110.53-116.23	clips/pa-034__doncs__110.53.wav	sí	no	no	0.040		pendent
6	4	D-divergent	llavors	pa-034	29.17-32.67	clips/pa-034__llavors__29.17.wav	sí	no	no	0.037		pendent
6	4	D-divergent	vull dir	pa-034	58.29-61.51	clips/pa-034__vull-dir__58.29.wav	sí	no	no	0.022		pendent
6	4	D-divergent	bueno	pa-035	195.49-202.11	clips/pa-035__bueno__195.49.wav	sí	no	no	0.020		pendent
6	4	D-divergent	clar	pa-035	223.61-233.59	clips/pa-035__clar__223.61.wav	sí	no	no	0.052		pendent
6	4	D-divergent	bueno	pa-036	76.25-84.15	clips/pa-036__bueno__76.25.wav	sí	no	no	0.164		pendent
6	4	D-divergent	diguem	pa-039	144.37-152.95	clips/pa-039__diguem__144.37.wav	sí	no	no	0.081		pendent
6	4	D-divergent	doncs	pa-039	12.77-19.51	clips/pa-039__doncs__12.77.wav	sí	no	no	0.067		pendent
6	4	D-divergent	clar	pa-046	172.53-177.71	clips/pa-046__clar__172.53.wav	sí	no	no	0.076		pendent
6	4	D-divergent	o sigui	pa-046	230.61-235.23	clips/pa-046__o-sigui__230.61.wav	sí	no	no	0.090		pendent
6	4	D-divergent	perquè	pa-046	140.85-146.79	clips/pa-046__perqu__140.85.wav	sí	no	no	0.011		pendent
6	4	D-divergent	perquè	pa-048	186.93-191.19	clips/pa-048__perqu__186.93.wav	sí	no	no	0.027		pendent
6	4	D-divergent	aviam	pa-049	897.25-901.75	clips/pa-049__aviam__897.25.wav	sí	no	no	0.112		pendent
6	4	D-divergent	bé	pa-053	90.81-95.91	clips/pa-053__b__90.81.wav	sí	no	no	0.144		pendent
6	4	D-divergent	doncs	pa-055	6.29-9.67	clips/pa-055__doncs__6.29.wav	sí	no	no	0.050		pendent
6	4	D-divergent	llavors	pa-055	105.37-110.27	clips/pa-055__llavors__105.37.wav	sí	no	no	0.033		pendent
6	4	D-divergent	o sigui	pa-056	1016.49-1021.67	clips/pa-056__o-sigui__1016.49.wav	sí	no	no	0.075		pendent
6	4	D-divergent	bueno	pa-057	1128.89-1136.35	clips/pa-057__bueno__1128.89.wav	sí	no	no	0.076		pendent
6	4	D-divergent	de fet	pa-057	561.25-569.07	clips/pa-057__de-fet__561.25.wav	sí	no	no	0.132		pendent
6	4	D-divergent	doncs	pa-057	127.21-131.71	clips/pa-057__doncs__127.21.wav	sí	no	no	0.032		pendent
6	4	D-divergent	és a dir	pa-057	19.89-25.51	clips/pa-057__s-a-dir__19.89.wav	sí	no	no	0.168		pendent
6	4	D-divergent	a veure	pa-058	828.61-833.55	clips/pa-058__a-veure__828.61.wav	sí	no	no	0.047		pendent
6	4	D-divergent	bé	pa-058	210.61-215.39	clips/pa-058__b__210.61.wav	sí	no	no	0.099		pendent
6	4	D-divergent	clar	pa-058	112.81-117.27	clips/pa-058__clar__112.81.wav	sí	no	no	0.023		pendent
6	4	D-divergent	doncs	pa-058	200.41-205.27	clips/pa-058__doncs__200.41.wav	sí	no	no	0.031		pendent
6	4	D-divergent	llavors	pa-058	1054.41-1059.35	clips/pa-058__llavors__1054.41.wav	sí	no	no	0.095		pendent
6	4	D-divergent	bé	pa-059	112.41-118.27	clips/pa-059__b__112.41.wav	sí	no	no	0.063		pendent
6	4	D-divergent	doncs	pa-059	245.81-250.79	clips/pa-059__doncs__245.81.wav	sí	no	no	0.071		pendent
6	4	D-divergent	bueno	pa-060	150.05-157.07	clips/pa-060__bueno__150.05.wav	sí	no	no	0.046		pendent
6	4	D-divergent	bé	pa-060	415.73-419.91	clips/pa-060__b__415.73.wav	sí	no	no	0.079		pendent
6	4	D-divergent	doncs	pa-061	242.09-249.23	clips/pa-061__doncs__242.09.wav	sí	no	no	0.046		pendent
6	4	D-divergent	doncs	pa-062	302.09-307.51	clips/pa-062__doncs__302.09.wav	sí	no	no	0.089		pendent
6	4	D-divergent	evidentment	pa-062	163.29-166.67	clips/pa-062__evidentment__163.29.wav	sí	no	no	0.078		pendent
6	4	D-divergent	vull dir	pa-062	316.81-326.39	clips/pa-062__vull-dir__316.81.wav	sí	no	no	0.003		pendent
6	4	D-divergent	aleshores	pa-063	151.45-155.23	clips/pa-063__aleshores__151.45.wav	sí	no	no	0.088		pendent
6	4	D-divergent	llavors	pa-064	713.33-717.15	clips/pa-064__llavors__713.33.wav	sí	no	no	0.036		pendent
6	4	D-divergent	a veure	pa-065	578.25-582.71	clips/pa-065__a-veure__578.25.wav	sí	no	no	0.046		pendent
6	4	D-divergent	llavors	pa-065	612.13-617.87	clips/pa-065__llavors__612.13.wav	sí	no	no	0.057		pendent
2	2	C-una-passada	crec	pa-001	97.33-100.95	clips/pa-001__crec__97.33.wav	no	no	sí	0.108		pendent
2	2	C-una-passada	de fet	pa-001	68.49-71.99	clips/pa-001__de-fet__68.49.wav	no	no	sí	0.237		pendent
2	2	C-una-passada	evidentment	pa-001	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	no	no	sí	0.360		pendent
2	2	C-una-passada	llavors	pa-001	837.17-841.11	clips/pa-001__llavors__837.17.wav	no	no	sí	0.068		pendent
2	2	C-una-passada	perquè	pa-001	59.57-63.31	clips/pa-001__perqu__59.57.wav	no	no	sí	0.018		pendent
2	2	C-una-passada	a nivell	pa-002	714.25-724.75	clips/pa-002__a-nivell__714.25.wav	no	no	sí	0.237		pendent
2	2	C-una-passada	a veure	pa-002	126.25-132.75	clips/pa-002__a-veure__126.25.wav	no	no	sí	0.198		pendent
2	2	C-una-passada	bé	pa-002	348.25-355.75	clips/pa-002__b__348.25.wav	no	no	sí	0.138		pendent
2	2	C-una-passada	clar	pa-002	186.25-190.75	clips/pa-002__clar__186.25.wav	no	no	sí	0.095		pendent
2	2	C-una-passada	crec	pa-002	248.25-254.75	clips/pa-002__crec__248.25.wav	no	no	sí	0.137		pendent
2	2	C-una-passada	de fet	pa-002	72.25-76.75	clips/pa-002__de-fet__72.25.wav	no	no	sí	0.066		pendent
2	2	C-una-passada	evidentment	pa-002	205.25-209.75	clips/pa-002__evidentment__205.25.wav	no	no	sí	0.082		pendent
2	2	C-una-passada	llavors	pa-002	550.25-556.75	clips/pa-002__llavors__550.25.wav	no	no	sí	0.090		pendent
2	2	C-una-passada	perquè	pa-002	18.25-23.75	clips/pa-002__perqu__18.25.wav	no	no	sí	0.098		pendent
2	2	C-una-passada	reformeta	pa-002	12.25-17.75	clips/pa-002__reformeta__12.25.wav	no	no	sí	0.243		pendent
2	2	C-una-passada	a nivell	pa-003	180.17-188.79	clips/pa-003__a-nivell__180.17.wav	no	no	sí	0.171		pendent
2	2	C-una-passada	bueno	pa-003	227.05-235.71	clips/pa-003__bueno__227.05.wav	no	no	sí	0.047		pendent
2	2	C-una-passada	bé	pa-003	0.00-7.19	clips/pa-003__b__0.00.wav	no	no	sí	0.053		pendent
2	2	C-una-passada	clar	pa-003	451.89-459.15	clips/pa-003__clar__451.89.wav	no	no	sí	0.070		pendent
2	2	C-una-passada	crec	pa-003	0.00-7.19	clips/pa-003__crec__0.00.wav	no	no	sí	0.053		pendent
2	2	C-una-passada	de fet	pa-003	0.00-7.19	clips/pa-003__de-fet__0.00.wav	no	no	sí	0.053		pendent
2	2	C-una-passada	ensenyança	pa-003	279.69-286.23	clips/pa-003__ensenyan-a__279.69.wav	no	no	sí	0.114		pendent
2	2	C-una-passada	evidentment	pa-003	158.81-165.19	clips/pa-003__evidentment__158.81.wav	no	no	sí	0.033		pendent
2	2	C-una-passada	perquè	pa-003	201.57-207.03	clips/pa-003__perqu__201.57.wav	no	no	sí	0.047		pendent
2	2	C-una-passada	tirar endavant	pa-003	361.93-366.63	clips/pa-003__tirar-endavant__361.93.wav	no	no	sí	0.040		pendent
2	2	C-una-passada	és a dir	pa-003	65.05-70.51	clips/pa-003__s-a-dir__65.05.wav	no	no	sí	0.033		pendent
2	2	C-una-passada	llavors	pa-005	433.29-439.27	clips/pa-005__llavors__433.29.wav	no	no	sí	0.051		pendent
2	2	C-una-passada	clar	pa-006	379.25-383.75	clips/pa-006__clar__379.25.wav	no	no	sí	0.416		pendent
2	2	C-una-passada	diguem	pa-006	530.25-535.75	clips/pa-006__diguem__530.25.wav	no	no	sí	0.274		pendent
2	2	C-una-passada	aleshores	pa-008	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	no	no	sí	0.327		pendent
2	2	C-una-passada	evidentment	pa-011	157.65-163.71	clips/pa-011__evidentment__157.65.wav	no	no	sí	0.162		pendent
2	2	C-una-passada	aleshores	pa-012	246.25-250.75	clips/pa-012__aleshores__246.25.wav	no	no	sí	0.060		pendent
2	2	C-una-passada	bé	pa-013	196.65-203.47	clips/pa-013__b__196.65.wav	no	no	sí	0.133		pendent
2	2	C-una-passada	a veure	pa-014	617.45-637.95	clips/pa-014__a-veure__617.45.wav	no	no	sí	0.193		pendent
2	2	C-una-passada	llavors	pa-015	197.25-204.75	clips/pa-015__llavors__197.25.wav	no	no	sí	0.284		pendent
2	2	C-una-passada	crec	pa-016	93.17-100.83	clips/pa-016__crec__93.17.wav	no	no	sí	0.258		pendent
2	2	C-una-passada	o sigui	pa-016	311.25-316.15	clips/pa-016__o-sigui__311.25.wav	no	no	sí	0.131		pendent
2	2	C-una-passada	és a dir	pa-016	85.97-90.59	clips/pa-016__s-a-dir__85.97.wav	no	no	sí	0.071		pendent
2	2	C-una-passada	clar	pa-019	415.25-419.75	clips/pa-019__clar__415.25.wav	no	no	sí	0.474		pendent
2	2	C-una-passada	diguem	pa-020	1459.77-1463.95	clips/pa-020__diguem__1459.77.wav	no	no	sí	0.119		pendent
2	2	C-una-passada	doncs	pa-020	247.37-252.03	clips/pa-020__doncs__247.37.wav	no	no	sí	0.089		pendent
2	2	C-una-passada	a nivell	pa-024	1547.93-1552.91	clips/pa-024__a-nivell__1547.93.wav	no	no	sí	0.056		pendent
2	2	C-una-passada	clar	pa-024	648.09-656.83	clips/pa-024__clar__648.09.wav	no	no	sí	0.016		pendent
2	2	C-una-passada	crec	pa-024	368.01-372.63	clips/pa-024__crec__368.01.wav	no	no	sí	0.017		pendent
2	2	C-una-passada	de fet	pa-024	482.25-489.07	clips/pa-024__de-fet__482.25.wav	no	no	sí	0.042		pendent
2	2	C-una-passada	evidentment	pa-024	518.89-523.51	clips/pa-024__evidentment__518.89.wav	no	no	sí	0.042		pendent
2	2	C-una-passada	perquè	pa-024	225.53-230.35	clips/pa-024__perqu__225.53.wav	no	no	sí	0.006		pendent
2	2	C-una-passada	aleshores	pa-025	361.93-368.19	clips/pa-025__aleshores__361.93.wav	no	no	sí	0.038		pendent
2	2	C-una-passada	o sigui	pa-025	1462.85-1472.59	clips/pa-025__o-sigui__1462.85.wav	no	no	sí	0.160		pendent
2	2	C-una-passada	o sigui	pa-029	243.13-248.63	clips/pa-029__o-sigui__243.13.wav	no	no	sí	0.058		pendent
2	2	C-una-passada	doncs	pa-030	43.53-48.63	clips/pa-030__doncs__43.53.wav	no	no	sí	0.055		pendent
2	2	C-una-passada	llavors	pa-030	157.61-163.15	clips/pa-030__llavors__157.61.wav	no	no	sí	0.097		pendent
2	2	C-una-passada	o sigui	pa-030	1016.41-1021.47	clips/pa-030__o-sigui__1016.41.wav	no	no	sí	0.107		pendent
2	2	C-una-passada	tirar endavant	pa-030	185.61-192.15	clips/pa-030__tirar-endavant__185.61.wav	no	no	sí	0.133		pendent
2	2	C-una-passada	aleshores	pa-031	54.09-57.91	clips/pa-031__aleshores__54.09.wav	no	no	sí	0.027		pendent
2	2	C-una-passada	doncs	pa-031	414.05-419.11	clips/pa-031__doncs__414.05.wav	no	no	sí	0.116		pendent
2	2	C-una-passada	tirar endavant	pa-031	146.09-150.31	clips/pa-031__tirar-endavant__146.09.wav	no	no	sí	0.128		pendent
2	2	C-una-passada	aleshores	pa-032	79.09-87.19	clips/pa-032__aleshores__79.09.wav	no	no	sí	0.065		pendent
2	2	C-una-passada	vull dir	pa-032	389.29-393.79	clips/pa-032__vull-dir__389.29.wav	no	no	sí	0.039		pendent
2	2	C-una-passada	de fet	pa-033	249.69-252.55	clips/pa-033__de-fet__249.69.wav	no	no	sí	0.056		pendent
2	2	C-una-passada	llavors	pa-033	71.53-76.35	clips/pa-033__llavors__71.53.wav	no	no	sí	0.114		pendent
2	2	C-una-passada	tirar endavant	pa-033	135.69-141.51	clips/pa-033__tirar-endavant__135.69.wav	no	no	sí	0.255		pendent
2	2	C-una-passada	crec	pa-037	424.61-437.99	clips/pa-037__crec__424.61.wav	no	no	sí	0.096		pendent
2	2	C-una-passada	tirar endavant	pa-041	102.25-106.75	clips/pa-041__tirar-endavant__102.25.wav	no	no	sí	0.081		pendent
2	2	C-una-passada	a nivell	pa-045	624.85-629.07	clips/pa-045__a-nivell__624.85.wav	no	no	sí	0.070		pendent
2	2	C-una-passada	aleshores	pa-046	527.57-532.55	clips/pa-046__aleshores__527.57.wav	no	no	sí	0.078		pendent
2	2	C-una-passada	llavors	pa-046	381.13-388.19	clips/pa-046__llavors__381.13.wav	no	no	sí	0.058		pendent
2	2	C-una-passada	és a dir	pa-046	135.61-140.07	clips/pa-046__s-a-dir__135.61.wav	no	no	sí	0.078		pendent
2	2	C-una-passada	doncs	pa-048	302.89-306.79	clips/pa-048__doncs__302.89.wav	no	no	sí	0.136		pendent
2	2	C-una-passada	clar	pa-051	161.85-167.07	clips/pa-051__clar__161.85.wav	no	no	sí	0.070		pendent
2	2	C-una-passada	crec	pa-051	208.57-213.39	clips/pa-051__crec__208.57.wav	no	no	sí	0.030		pendent
2	2	C-una-passada	perquè	pa-051	123.85-128.35	clips/pa-051__perqu__123.85.wav	no	no	sí	0.071		pendent
2	2	C-una-passada	bueno	pa-052	41.97-47.23	clips/pa-052__bueno__41.97.wav	no	no	sí	0.066		pendent
2	2	C-una-passada	clar	pa-052	59.97-64.67	clips/pa-052__clar__59.97.wav	no	no	sí	0.029		pendent
2	2	C-una-passada	perquè	pa-052	92.65-96.47	clips/pa-052__perqu__92.65.wav	no	no	sí	0.056		pendent
2	2	C-una-passada	llavors	pa-053	40.73-47.71	clips/pa-053__llavors__40.73.wav	no	no	sí	0.088		pendent
2	2	C-una-passada	a veure	pa-054	77.97-81.87	clips/pa-054__a-veure__77.97.wav	no	no	sí	0.096		pendent
2	2	C-una-passada	llavors	pa-054	156.57-161.51	clips/pa-054__llavors__156.57.wav	no	no	sí	0.034		pendent
2	2	C-una-passada	vull dir	pa-055	311.73-315.91	clips/pa-055__vull-dir__311.73.wav	no	no	sí	0.070		pendent
2	2	C-una-passada	aleshores	pa-056	393.13-397.83	clips/pa-056__aleshores__393.13.wav	no	no	sí	0.082		pendent
2	2	C-una-passada	llavors	pa-056	157.77-163.11	clips/pa-056__llavors__157.77.wav	no	no	sí	0.148		pendent
2	2	C-una-passada	o sigui	pa-057	249.45-254.11	clips/pa-057__o-sigui__249.45.wav	no	no	sí	0.042		pendent
2	2	C-una-passada	tirar endavant	pa-057	56.61-63.15	clips/pa-057__tirar-endavant__56.61.wav	no	no	sí	0.130		pendent
2	2	C-una-passada	llavors	pa-060	48.77-56.07	clips/pa-060__llavors__48.77.wav	no	no	sí	0.146		pendent
2	2	C-una-passada	vull dir	pa-063	822.45-827.51	clips/pa-063__vull-dir__822.45.wav	no	no	sí	0.127		pendent
2	2	C-una-passada	a nivell	pa-065	529.09-536.75	clips/pa-065__a-nivell__529.09.wav	no	no	sí	0.037		pendent
2	0	D-divergent	a nivell	pa-001	135.37-139.03	clips/pa-001__a-nivell__135.37.wav	no	no	no	0.044		pendent
2	0	D-divergent	a veure	pa-001	341.57-345.59	clips/pa-001__a-veure__341.57.wav	no	no	no	0.031		pendent
2	0	D-divergent	aleshores	pa-001	10.13-13.63	clips/pa-001__aleshores__10.13.wav	no	no	no	0.048		pendent
2	0	D-divergent	bueno	pa-001	207.01-212.99	clips/pa-001__bueno__207.01.wav	no	no	no	0.045		pendent
2	0	D-divergent	bé	pa-001	49.17-54.35	clips/pa-001__b__49.17.wav	no	no	no	0.035		pendent
2	0	D-divergent	clar	pa-001	129.77-134.51	clips/pa-001__clar__129.77.wav	no	no	no	0.055		pendent
2	0	D-divergent	o sigui	pa-001	49.17-54.35	clips/pa-001__o-sigui__49.17.wav	no	no	no	0.043		pendent
2	0	D-divergent	vull dir	pa-001	621.37-625.39	clips/pa-001__vull-dir__621.37.wav	no	no	no	0.134		pendent
2	0	D-divergent	és a dir	pa-001	890.97-894.47	clips/pa-001__s-a-dir__890.97.wav	no	no	no	0.024		pendent
2	0	D-divergent	bueno	pa-002	433.25-440.75	clips/pa-002__bueno__433.25.wav	no	no	no	0.061		pendent
2	0	D-divergent	vull dir	pa-002	172.25-176.75	clips/pa-002__vull-dir__172.25.wav	no	no	no	0.050		pendent
2	0	D-divergent	és a dir	pa-002	12.25-17.75	clips/pa-002__s-a-dir__12.25.wav	no	no	no	0.066		pendent
2	0	D-divergent	aleshores	pa-003	18.69-23.19	clips/pa-003__aleshores__18.69.wav	no	no	no	0.064		pendent
2	0	D-divergent	aviam	pa-003	180.17-188.79	clips/pa-003__aviam__180.17.wav	no	no	no	0.171		pendent
2	0	D-divergent	diguem	pa-003	212.85-219.51	clips/pa-003__diguem__212.85.wav	no	no	no	0.133		pendent
2	0	D-divergent	llavors	pa-006	214.25-220.75	clips/pa-006__llavors__214.25.wav	no	no	no	0.032		pendent
2	0	D-divergent	bueno	pa-007	475.25-480.75	clips/pa-007__bueno__475.25.wav	no	no	no	0.158		pendent
2	0	D-divergent	bueno	pa-008	969.25-973.75	clips/pa-008__bueno__969.25.wav	no	no	no	0.336		pendent
2	0	D-divergent	llavors	pa-009	201.25-207.75	clips/pa-009__llavors__201.25.wav	no	no	no	0.479		pendent
2	0	D-divergent	aleshores	pa-011	89.33-95.07	clips/pa-011__aleshores__89.33.wav	no	no	no	0.127		pendent
2	0	D-divergent	aleshores	pa-014	119.85-128.75	clips/pa-014__aleshores__119.85.wav	no	no	no	0.129		pendent
2	0	D-divergent	o sigui	pa-015	104.25-109.75	clips/pa-015__o-sigui__104.25.wav	no	no	no	0.491		pendent
2	0	D-divergent	aviam	pa-016	729.65-741.19	clips/pa-016__aviam__729.65.wav	no	no	no	0.064		pendent
