forma	id_persona	interval_escolta	interval_base	clip	estat_clip	sha256	duracio_s
llavors	pa-038	264.13-269.83	265.44-269.04	clips/pa-038__llavors__264.13.wav	existent	e559a95e3096306c2c08a7bba355331d65f3a05d1d547891eeed5a9178433631	5.700
llavors	pa-041	108.25-115.75	105.72-110.72	clips/pa-041__llavors__108.25.wav	existent	9ebd58d611e413d345aa9db81ebe1e282c6e1cae63807471d8c50354bb225c82	7.500
llavors	pa-045	194.93-200.31	195.76-199.48	clips/pa-045__llavors__194.93.wav	existent	0b477e5ebdd17090179afd01eda98dc42ecba39e6577c95dbfc9aab92f0583a6	5.380
llavors	pa-046	381.13-388.19		clips/pa-046__llavors__381.13.wav	existent-extraient-sense-overlap	85917ea9ab6716cc1846c5db14aa502404f4806e4020ed4aa34b163495491489	7.060
llavors	pa-048	1244.97-1248.95	1245.72-1248.24	clips/pa-048__llavors__1244.97.wav	existent	0c6c516dc79d362da72c4822c760d8c867e7af305bc72947d502ba5ab258b796	3.980
llavors	pa-049	230.45-239.67		clips/pa-049__llavors__230.45.wav	existent-extraient-sense-overlap	15816ac71e01ce131564ffb48b96500bc67d759120ea181db1ccf2b01f772f77	9.220
llavors	pa-051	47.61-51.11		clips/pa-051__llavors__47.61.wav	existent-extraient-sense-overlap	fe347bb0b5784decf5ace5cb0686de935ce19db61e3504200acefaf5f6318f1d	3.500
llavors	pa-052	68.73-73.23		clips/pa-052__llavors__68.73.wav	existent-extraient-sense-overlap	b98fff91f8de095cacd2d47fd2fab29af64d73a0350cbe7de02f0fd6d9cf2d42	4.500
llavors	pa-053	40.73-47.71		clips/pa-053__llavors__40.73.wav	existent-extraient-sense-overlap	389afbbc7816917e24c342eca9eaa1091bda2cc79f3fccb4dec80e1b09907f37	6.980
llavors	pa-054	156.57-161.51		clips/pa-054__llavors__156.57.wav	existent-extraient-sense-overlap	b16e05f54953409ad1229feb1050d114da956864a0ff57dee84339826f39045c	4.940
llavors	pa-055	105.37-110.27		clips/pa-055__llavors__105.37.wav	existent-extraient-sense-overlap	0ebf4cde8569f919c523a114477aea88e8f2f7e1af508d58650fb96666a697be	4.900
llavors	pa-056	157.77-163.11		clips/pa-056__llavors__157.77.wav	existent-extraient-sense-overlap	a0b2e7043b0b44939611edbe61ead607b1a746d70a5504ae40e8ce4504e0795e	5.340
llavors	pa-057	42.85-47.99	43.72-47.20	clips/pa-057__llavors__42.85.wav	existent	59bb9de81d0fd6c97634d98b11e51ac7282379e94cb3442d473c99cc7080fa7d	5.140
llavors	pa-058	1054.41-1059.35		clips/pa-058__llavors__1054.41.wav	existent-extraient-sense-overlap	a68bba01d84e771c376dcaeaca28d9c79a66174866684137b1f9ed8084f6b554	4.940
llavors	pa-059	361.49-368.39	362.08-366.76	clips/pa-059__llavors__361.49.wav	existent	201577f99b71eac44af69cafcc78f97091f05e35de80b4b22468fef3230b4b18	6.900
llavors	pa-060	48.77-56.07		clips/pa-060__llavors__48.77.wav	existent-extraient-sense-overlap	7b61662d31c07bead4f10d1c5c2cb7e3eb078e8d4675f3f78a815c2b0711441b	7.300
llavors	pa-061	380.77-385.15	382.00-386.12	clips/pa-061__llavors__380.77.wav	generat	e20bc8319ccc4237e38b44777091712e6b80bb2cd4aa633ad9d31bc9c02b6fe6	4.380
llavors	pa-063	39.49-44.79	40.64-44.04	clips/pa-063__llavors__39.49.wav	generat	400ccca1d3f1c2f12951f9bb9877ce744de1e26c17f718ba3ec7c4586b20da95	5.300
llavors	pa-064	713.33-717.15		clips/pa-064__llavors__713.33.wav	existent-extraient-sense-overlap	384deb854e764f74170c2497fc31b237bd4640e3079364b12c2d267faecc93ee	3.820
llavors	pa-065	612.13-617.87		clips/pa-065__llavors__612.13.wav	existent-extraient-sense-overlap	4cb300945e63cf3e3eb3e9e497cb2b56d5fefb341dea2a1968f277d8328e5635	5.740
llavors	pa-066	16.21-20.35	17.12-19.72	clips/pa-066__llavors__16.21.wav	generat	5d3f190d42be6a68e145c600b829752671c073bd48638714b774062785861411	4.140
a veure	pa-001	341.57-345.59		clips/pa-001__a-veure__341.57.wav	existent-extraient-sense-overlap	6cf0421c6b94afbc5fb77c2e23fcad5242620b604b8fbef21a2669ca70b4b6d0	4.020
a veure	pa-002	126.25-132.75		clips/pa-002__a-veure__126.25.wav	existent-extraient-sense-overlap	38db2238afad6ff0cda8d052428ac946c1502fe9e478748a5d5a10c304f4787c	6.500
a veure	pa-007	89.25-96.75	88.24-92.24	clips/pa-007__a-veure__89.25.wav	existent	2e33ec4258f16610796effef83c0b15f586de483c9feea9356e66c28bcb48f98	7.500
a veure	pa-008	668.25-673.75	669.32-672.76	clips/pa-008__a-veure__668.25.wav	existent	b8ec0ea035f80dc7781e0482c5309e8d1c8801ed3c891425c324353862e4f9ea	5.500
a veure	pa-011	551.81-556.27	554.12-557.52	clips/pa-011__a-veure__551.81.wav	existent	3d97427de28fc34ef2fbb6e9f043e58092da0546973ce8b3bca9331b53a5bd7b	4.460
a veure	pa-014	617.45-637.95		clips/pa-014__a-veure__617.45.wav	existent-extraient-sense-overlap	1ecfd71b7e585ea710847503e4b096787c1afdff39d5b0fab976e56af5c9dedf	20.500
a veure	pa-016	369.73-375.91	370.24-375.08	clips/pa-016__a-veure__369.73.wav	existent	04e982fcf900339e61932d0688d03c07221f39e5e11352e378d022981622bc67	6.180
a veure	pa-018	825.61-833.55		clips/pa-018__a-veure__825.61.wav	existent-extraient-sense-overlap	f85d17b85019ab9afaee772a248ae9ee7befc9dbc58de94604aead518bf29f20	7.940
a veure	pa-021	108.77-116.95		clips/pa-021__a-veure__108.77.wav	existent-extraient-sense-overlap	a414dcaedfce8f46c78fc77e8d5ad8733a82d2ecc90cca07471723204ceab88d	8.180
a veure	pa-022	238.61-245.15	238.60-244.08	clips/pa-022__a-veure__238.61.wav	existent	bbd94477eb114a1ffabb48116b8907dc339789165916fe947c9e3a3c2ba027cd	6.540
a veure	pa-023	268.81-272.59	269.52-272.00	clips/pa-023__a-veure__268.81.wav	existent	addeae7da8659156e43287f650334aeecae3c998787d1a218497b4ea51d30739	3.780
a veure	pa-024	590.77-595.39		clips/pa-024__a-veure__590.77.wav	existent-extraient-sense-overlap	b692baf8e9b4b0fbc83cc7da1b600dba23f3aa0184188d4d5f63d2a0058396d6	4.620
a veure	pa-025	388.01-395.23	388.80-390.96	clips/pa-025__a-veure__388.01.wav	existent	ac41c9bd2a75300f05015ffb965c075ec19565e75485decbd94da09268e2fd9f	7.220
a veure	pa-026	64.09-68.39	63.04-67.44	clips/pa-026__a-veure__64.09.wav	existent	a0131f905fc6b5055935b9db4e5f641e9c8dd15f1c33156a2430926f27383e95	4.300
a veure	pa-029	17.49-21.59		clips/pa-029__a-veure__17.49.wav	existent-extraient-sense-overlap	0c49c79d6f3d3945e1b570396e750ad2b18dffab6442099a0af5c31eb523b5ea	4.100
a veure	pa-030	673.41-676.91	673.84-675.92	clips/pa-030__a-veure__673.41.wav	existent	8d8d6cfa9ad9300ff3240685c9ed04204b82264cc1242f4fcdccefe0fc9e98fd	3.500
a veure	pa-031	4.25-9.07		clips/pa-031__a-veure__4.25.wav	existent-extraient-sense-overlap	470c2fc3c9e46f483323eef86d5080dd5f22a318b8a26f0d8d524a8fbc37a15a	4.820
a veure	pa-032	212.45-218.19		clips/pa-032__a-veure__212.45.wav	existent-extraient-sense-overlap	e7faa715389f8349a619a12d56001129ec9c9d78bd8404383dea0b1d027a13b4	5.740
a veure	pa-034	94.05-100.39	94.72-99.44	clips/pa-034__a-veure__94.05.wav	existent	f11ae47cfb296a410bc792f10d50a4670333a71827c336ac9c126292c960a427	6.340
a veure	pa-035	211.09-218.51		clips/pa-035__a-veure__211.09.wav	existent-extraient-sense-overlap	50a42e1496440e919a2bffc10ef6447431d7949c6ad9dea989657538f38d5b8c	7.420
a veure	pa-036	153.05-160.15	154.16-159.36	clips/pa-036__a-veure__153.05.wav	existent	e46402ec8e4acb176e917eee73f8cd3dc7797233647d67d688221838195ade2a	7.100
a veure	pa-038	1070.33-1076.43		clips/pa-038__a-veure__1070.33.wav	existent-extraient-sense-overlap	002a2e40a5ab01996b6757320c33036a847b16bca587dc6cefc2077b85071afe	6.100
a veure	pa-041	200.25-205.75		clips/pa-041__a-veure__200.25.wav	existent-extraient-sense-overlap	d94803f0ff6a582f1d54ceb3f53aee9ed0eeb766fc0f5943cdf67c5ba821168c	5.500
a veure	pa-045	340.93-345.91	341.48-345.00	clips/pa-045__a-veure__340.93.wav	existent	03b4ff733fc095b5e926d8dbcce71e7393cab5145040dc1fd0986181631f2506	4.980
a veure	pa-048	393.93-397.03	395.48-398.80	clips/pa-048__a-veure__393.93.wav	existent	9102f274c38e674445da844dc3a02ad058fc647815947cdce0cb5df2242acbd7	3.100
a veure	pa-049	244.85-252.03	250.28-252.28	clips/pa-049__a-veure__244.85.wav	existent	7b71fcc78c5080a21279eadcf1cc4451262936076575f74fb3f5f9663ea5a47f	7.180
a veure	pa-054	77.97-81.87		clips/pa-054__a-veure__77.97.wav	existent-extraient-sense-overlap	4ad08421bfe41e0cfc81cc6bdd086ac64a523d79c32cb56c789f1a30804af9a9	3.900
a veure	pa-055	63.89-68.59	59.00-67.24	clips/pa-055__a-veure__63.89.wav	existent	5a77a923a35da12ae764c729ea54da5af9922d6b7fc57f4732ea86f932e9d997	4.700
a veure	pa-056	673.21-676.71	674.04-675.76	clips/pa-056__a-veure__673.21.wav	existent	5ef05ab6a846afd680570ee327ab385147f23ae2bfd3e0969bca3b6a22e56f60	3.500
a veure	pa-057	16.97-21.31		clips/pa-057__a-veure__16.97.wav	existent-extraient-sense-overlap	25edbe6ee2ddb939add2dfcf2ff74f7ca2b67f068d5ec63de105b41444ecd828	4.340
a veure	pa-058	828.61-833.55		clips/pa-058__a-veure__828.61.wav	existent-extraient-sense-overlap	c48759c37e1d258fecb1a4ac137471a67087f3aae37b58ef6ab8e36e79c88c49	4.940
a veure	pa-060	268.57-272.67	269.56-274.32	clips/pa-060__a-veure__268.57.wav	existent	36b54db63c2eed299ee8e70eb28f480ec74849e47b12e0ccc689925b290d1908	4.100
a veure	pa-061	579.17-583.39	580.32-582.92	clips/pa-061__a-veure__579.17.wav	generat	9276ee455c7ba9bccd36d3ff17a83e98130fcbd4bd4d1f322b4bb92b1f565f1a	4.220
a veure	pa-063	402.13-408.03	402.92-410.80	clips/pa-063__a-veure__402.13.wav	generat	0644b2672a390cfdd420ae5dc9cb1daf653ab25978ffe35b3fae25cde107aacf	5.900
a veure	pa-064	587.61-591.67	588.36-590.84	clips/pa-064__a-veure__587.61.wav	generat	d2b367717082674c001d5c114930374201ac81a40b44b1fc5d7f1e21b2e8fe9c	4.060
a veure	pa-065	578.25-582.71		clips/pa-065__a-veure__578.25.wav	existent-extraient-sense-overlap	a4e9c9e0676616d451756731b415e13234c4d8707b88bb585f494d7520866026	4.460
aviam	pa-003	180.17-188.79		clips/pa-003__aviam__180.17.wav	existent-extraient-sense-overlap	d1ae1d021e368a2062a13569c08ba1cc212d527200b0aae366cd7d0ac1b2fa77	8.620
aviam	pa-014	875.45-883.95	876.08-878.08	clips/pa-014__aviam__875.45.wav	existent	f0734d64362e54adeb066fb426217e22af46539c4fe68eff7e4d9a9e2375209f	8.500
aviam	pa-016	729.65-741.19		clips/pa-016__aviam__729.65.wav	existent-extraient-sense-overlap	73448a932688ec22288fc11a6653ccb0ffb5cd88c46bb5e64560304de9f9e2da	11.540
aviam	pa-020	252.21-256.43	254.56-259.00	clips/pa-020__aviam__252.21.wav	existent	d939cc85022682c4190eb9152a29c2c1e37d97058b8fcbfbf17401b197db1820	4.220
aviam	pa-049	897.25-901.75		clips/pa-049__aviam__897.25.wav	existent-extraient-sense-overlap	49a6821640c054b05381a46cf68e3b16a2bd0813cfece34af5fa4560cf6a5aeb	4.500
doncs	pa-004	416.21-423.31	417.04-422.76	clips/pa-004__doncs__416.21.wav	existent	66a0b6d71bfc9f7d9aa51a0679961950ad4a21de67dad876013e124cb766df6b	7.100
doncs	pa-005	71.13-77.11	71.52-75.88	clips/pa-005__doncs__71.13.wav	existent	05acf64b455e436ae6562ee6d71bcf7e28df15f3f60e9dc2e79e865ee570a1e0	5.980
doncs	pa-006	180.25-187.75	181.36-187.28	clips/pa-006__doncs__180.25.wav	existent	2053f514cf7a7bfe2fa9b0327ab0b7f71664c2773313f582ee534a7e50119033	7.500
doncs	pa-007	59.25-66.75	59.72-65.24	clips/pa-007__doncs__59.25.wav	existent	7bcafbd2c7cfcd294fc5f3127d39c12303eba4ce1e54675fd5e7be02556993a9	7.500
doncs	pa-008	55.25-59.75	55.64-59.04	clips/pa-008__doncs__55.25.wav	existent	608e166c3f7d4f63850c8b47c45178cd79999982a966fc2cdc0df2df4761570d	4.500
doncs	pa-009	139.25-145.75	139.64-145.04	clips/pa-009__doncs__139.25.wav	existent	a8fb9cccca0c31582eb8fd38688a29fc8664ac0fabcd1c9ff2bf59681828303e	6.500
doncs	pa-010	24.65-31.67	27.32-31.00	clips/pa-010__doncs__24.65.wav	existent	309b173e7d6f30301d9e7648b7163fb5f2d33aa940f2eaa4129fa4ee34282ff2	7.020
doncs	pa-011	61.49-69.07	62.12-68.52	clips/pa-011__doncs__61.49.wav	existent	5aa1c51a8900c6ce6d1c161b52cc6fd8c8ed60de090521b6adbff36b7ea0d508	7.580
doncs	pa-012	411.25-416.75	411.54-415.14	clips/pa-012__doncs__411.25.wav	existent	4b2398a041243a0406c39b974765556d1c37b840bfea8c9e2d8afdce5d572a2a	5.500
doncs	pa-013	56.85-61.87		clips/pa-013__doncs__56.85.wav	existent-extraient-sense-overlap	a331902281b4ef37a1e91529a4569ab16b95b175dddd11dca72c1653f8a31d1a	5.020
doncs	pa-014	180.05-188.55	181.12-183.56	clips/pa-014__doncs__180.05.wav	existent	cdc02498c52762dbdcee2ae5598710e71e87033689815e8295ffd5ba9f76fd45	8.500
doncs	pa-015	83.25-87.75	81.04-87.76	clips/pa-015__doncs__83.25.wav	existent	2f666e1eff8fed57c0a6be7a4e79f9d130981b91570781073aa7d5de5609591b	4.500
doncs	pa-016	62.33-69.43	67.24-69.56	clips/pa-016__doncs__62.33.wav	existent	30e79f4822a2421b9b7fdd1c17a2fe7019b7802f73ea5469821a94a2b14026ad	7.100
doncs	pa-017	459.25-464.75	460.32-464.32	clips/pa-017__doncs__459.25.wav	existent	88468d412a21fe20d4f5f076302a7cc9b4e3d98f87e2f3e7c3089cbe5a6a7c2d	5.500
doncs	pa-018	33.53-39.87		clips/pa-018__doncs__33.53.wav	existent-extraient-sense-overlap	dab50c106ed0ca9ff8077a6ebca1b9f2a6643b5570a0a9f2d566e95b69d73b4b	6.340
doncs	pa-019	46.25-49.75	44.88-48.24	clips/pa-019__doncs__46.25.wav	existent	23755859fe786628ba31bc7d04552e89c6d005243328bf665c758ab58f133a2c	3.500
doncs	pa-020	247.37-252.03		clips/pa-020__doncs__247.37.wav	existent-extraient-sense-overlap	ac7ae50067955964395511abc509716004b73c35c836bfd2be1d2d7eae21d7e4	4.660
doncs	pa-021	12.25-16.87	13.76-17.48	clips/pa-021__doncs__12.25.wav	existent	caa7b27a9303c6a472d419c643ce71ba705f0b079f5db22863a73bd5090cdc6b	4.620
doncs	pa-022	122.85-126.95		clips/pa-022__doncs__122.85.wav	existent-extraient-sense-overlap	67f0bb703016287592fac90bfe25a8f60063df63a68f142792da4ac6c3881044	4.100
doncs	pa-024	83.01-114.51		clips/pa-024__doncs__83.01.wav	existent-extraient-sense-overlap	e566446c8cd47ba690f7fa9cdcd98e35951722afdf5df53b1290bf4be7a3d57c	31.500
doncs	pa-025	59.89-66.03	60.52-65.16	clips/pa-025__doncs__59.89.wav	existent	bc55b2725047786d4f8ce751bcd2abf007f43c80bd8526d1784826e612428d3e	6.140
doncs	pa-026	6.33-9.67		clips/pa-026__doncs__6.33.wav	existent-extraient-sense-overlap	aa895f9eceaa0c9562e211b003c58ea4806f71d7a8b9be80e8bad416032c8278	3.340
doncs	pa-027	18.01-24.51	18.88-23.72	clips/pa-027__doncs__18.01.wav	existent	38a642e1c4cf1e5b359e5c5f93a5ea243179a12da826b4b12cef6935f990b214	6.500
doncs	pa-028	329.33-334.79	329.84-333.72	clips/pa-028__doncs__329.33.wav	existent	3805ccfc9d6eb1cf6e51c39cc3b10f1068e476b393b1b19c19030c8ae72c9bc5	5.460
doncs	pa-029	127.61-131.67		clips/pa-029__doncs__127.61.wav	existent-extraient-sense-overlap	39e640e7a71446af0d3465c1c64c03586e6895011486aecda1e23f60f0173c2f	4.060
doncs	pa-030	43.53-48.63		clips/pa-030__doncs__43.53.wav	existent-extraient-sense-overlap	2a791ded5c43a33365aa74d972ca0174e560615308ee892e8a6059a279162a46	5.100
doncs	pa-031	414.05-419.11		clips/pa-031__doncs__414.05.wav	existent-extraient-sense-overlap	4ac69e3c84c89e14c5394684402f9532cf50bb7d2f06465aa722df3c43217b0a	5.060
doncs	pa-032	21.61-27.23		clips/pa-032__doncs__21.61.wav	existent-extraient-sense-overlap	7978969c8d5ca1dfa8fdba8af3a14e5fe554f0d4a3decfe7999825e2ede14062	5.620
doncs	pa-033	6.61-10.79	7.28-9.96	clips/pa-033__doncs__6.61.wav	existent	2334bb93e8368ef15722191494cea98bfa1cf6473d3fe42030bb789622343d3a	4.180
doncs	pa-034	110.53-116.23		clips/pa-034__doncs__110.53.wav	existent-extraient-sense-overlap	969a7dcbf66d598c05ee6ebe5b513ba7b126ddddfdc083e369f75d2487debffd	5.700
doncs	pa-035	195.49-202.11		clips/pa-035__doncs__195.49.wav	existent-extraient-sense-overlap	407b7e368e7e93f22b9df827c4fd303b5cdb9de07bb6943545a1d368e7b1b6bc	6.620
doncs	pa-036	367.25-376.75	372.40-375.92	clips/pa-036__doncs__367.25.wav	existent	79170e20e49fc9ecd4f3e6e8920a76e8fc9646d2b4ecfb09b8871a7b22e5aa00	9.500
doncs	pa-037	20.49-28.07	21.20-24.72	clips/pa-037__doncs__20.49.wav	existent	6b6832a65d1cd2750662eb13139673692a652101568d9ca89268da6b2ca79fc5	7.580
doncs	pa-038	2008.17-2013.95		clips/pa-038__doncs__2008.17.wav	existent-extraient-sense-overlap	c11cc452775c8860e95e68ffd1f00b4bffac4f398c2ed687dc1b8a02d6c69dae	5.780
doncs	pa-039	12.77-19.51		clips/pa-039__doncs__12.77.wav	existent-extraient-sense-overlap	9731f90cc7b275e9f8a45cfdda6e09bba1752731587ce805333097d9ae17656e	6.740
doncs	pa-040	210.05-214.99	210.00-212.84	clips/pa-040__doncs__210.05.wav	existent	07fe4438a688a94f1330ec8715fb827b8f6e48efce252902c6e37e39fac24266	4.940
doncs	pa-041	209.25-217.75	210.44-214.32	clips/pa-041__doncs__209.25.wav	existent	456d3f4d57f1f273bc1992f48e4f8a53c04eb9f60a7604e06f0326ee2b8b33bd	8.500
doncs	pa-043	15.25-19.75	15.72-19.04	clips/pa-043__doncs__15.25.wav	existent	fe38e7be7f83121938450485105993045cd46a153f7b061e0fb8f5c3025a0ef9	4.500
doncs	pa-045	283.01-287.39		clips/pa-045__doncs__283.01.wav	existent-extraient-sense-overlap	26adcfe3a26d9a3b60b789516595f84b3d5ddc67b459a520b8461e903dd50405	4.380
doncs	pa-046	135.61-140.07	135.00-139.24	clips/pa-046__doncs__135.61.wav	existent	3258ae8b054646860843583a2ffb1792164175e4bd33de0635765c12fdd8ab2d	4.460
doncs	pa-048	302.89-306.79		clips/pa-048__doncs__302.89.wav	existent-extraient-sense-overlap	aaf363ff4b73cad2996e1e87eafdccbdede1302092dcd61ff25efe27e9fd68aa	3.900
doncs	pa-049	1092.25-1095.75		clips/pa-049__doncs__1092.25.wav	existent-extraient-sense-overlap	9e5dcb2d1aed521859f02d62f4d557ad1e68f1360e2b884a74502dece7b2ac84	3.500
doncs	pa-055	6.29-9.67		clips/pa-055__doncs__6.29.wav	existent-extraient-sense-overlap	784e9c63f9248d7850d920158099e853b5c805911b3126d17b8deb30b5f6944a	3.380
doncs	pa-056	43.45-48.59		clips/pa-056__doncs__43.45.wav	existent-extraient-sense-overlap	5369240f16b54d3a0871052b64ccb84fb720167f0789d2cb3a120bd39b1f683b	5.140
doncs	pa-057	127.21-131.71		clips/pa-057__doncs__127.21.wav	existent-extraient-sense-overlap	97611dd2498ed71d29648969c7a06660ac4f8246bb6d5fd912922b81c04459cd	4.500
doncs	pa-058	200.41-205.27		clips/pa-058__doncs__200.41.wav	existent-extraient-sense-overlap	b825d5b264fd70da271a46ea83654e04581323aaeff6ed3321f149dbf81c954e	4.860
doncs	pa-059	245.81-250.79		clips/pa-059__doncs__245.81.wav	existent-extraient-sense-overlap	baf3a30e6b884ef8e98a80da6980e83da1386fcb897d2ad706bb51d5adbdd1c8	4.980
doncs	pa-060	177.97-182.63		clips/pa-060__doncs__177.97.wav	existent-extraient-sense-overlap	514b7c0d44b5d8238187d52962a2ff575fec300bcabe9a496a82cc436a16b60d	4.660
doncs	pa-061	242.09-249.23		clips/pa-061__doncs__242.09.wav	existent-extraient-sense-overlap	ffeaa7cee08f842242e644eb80f2eb9aa09eda53ee21e15a5e800fe0ae88d5b9	7.140
doncs	pa-062	302.09-307.51		clips/pa-062__doncs__302.09.wav	existent-extraient-sense-overlap	b33349812d8086c20603f8bfd5cdee8780d061972f46835e2e1109d238fb3040	5.420
doncs	pa-063	609.05-614.11	609.80-613.44	clips/pa-063__doncs__609.05.wav	generat	b47bb5e4624b646111d8b819c56b972ff2c8b7f96f2076116966d014fa14ad04	5.060
doncs	pa-064	456.73-460.43	457.36-463.36	clips/pa-064__doncs__456.73.wav	generat	83ee834bba2d5b3b2ce8eb82ef397a47d10bb28e013dd4363f3989904c6351a4	3.700
doncs	pa-065	157.49-162.27	158.08-161.08	clips/pa-065__doncs__157.49.wav	generat	fa6b643feaf38740c3c673bdf0240a4181c5a163af029a8b9849d97c40d783a2	4.780
perquè	pa-001	59.57-63.31		clips/pa-001__perqu__59.57.wav	existent-extraient-sense-overlap	8f2339307585715bdef5bd403e14bd6eaaf7848b25bfbb07c4b75ef53ae6c53a	3.740
perquè	pa-002	18.25-23.75		clips/pa-002__perqu__18.25.wav	existent-extraient-sense-overlap	fd992eaa1c36075c7d61eb5415a88873e62c9cd1a814028961f837c177c0450f	5.500
perquè	pa-003	201.57-207.03		clips/pa-003__perqu__201.57.wav	existent-extraient-sense-overlap	4d89850da4f75cb15a2bb18d7e50f0591347b9b46c178f4ecadb12808bdf31e1	5.460
perquè	pa-004	464.09-471.39	468.00-471.96	clips/pa-004__perqu__464.09.wav	existent	34897a3ceeddad5ddce803ce923ebf0b03ac5b546f9540b0aa7ade39a63929c5	7.300
perquè	pa-006	110.25-117.75	113.12-116.72	clips/pa-006__perqu__110.25.wav	existent	f5110cd0a97a9b8260146db20c19982de730e54683234b9f745c4699755a734d	7.500
perquè	pa-007	101.25-107.75	102.24-104.24	clips/pa-007__perqu__101.25.wav	existent	8adbcbe949e214503a8ac8893a4ebed08f3735f6e7e851f441dc210aa4575174	6.500
perquè	pa-008	55.25-59.75		clips/pa-008__perqu__55.25.wav	existent-extraient-sense-overlap	2c1d31909c548f5c61ab8d46f6e06ce7b91aec623fb61107c00475a4dfbdb129	4.500
perquè	pa-009	349.25-356.75	348.48-352.24	clips/pa-009__perqu__349.25.wav	existent	4564d03841139f4f9416a21333c3b911f275de8124513c2907e82712a9000466	7.500
perquè	pa-010	196.65-201.55	193.64-199.04	clips/pa-010__perqu__196.65.wav	existent	649287324f69546d014108e4929ec6af6c207ea994c805ff69727151f99526f9	4.900
perquè	pa-011	27.61-31.55	26.72-30.72	clips/pa-011__perqu__27.61.wav	existent	29135be54b4b147d0eda34d59bebcaf5560c412009f5de70ab50001845ee234c	3.940
perquè	pa-012	369.25-374.75	367.78-374.46	clips/pa-012__perqu__369.25.wav	existent	4f44df390cad8205ba3046068dfa49ceef24647ed6707c5a8be4e626ea6880ae	5.500
perquè	pa-013	433.89-442.03	432.88-437.28	clips/pa-013__perqu__433.89.wav	existent	0aa03038c99007d9249ce58a724a195f4f86c1bc4d2099383396de3531e1f431	8.140
perquè	pa-014	105.85-115.75	107.92-109.36	clips/pa-014__perqu__105.85.wav	existent	55393fbc618c75d97938a8322291a70144c4bdbc594f681ca01cf3577a1f664c	9.900
perquè	pa-015	86.25-92.75	87.76-91.76	clips/pa-015__perqu__86.25.wav	existent	920109045896e7d94de1457f918d197e77aaacebd657e63b73cb06aa841730f8	6.500
perquè	pa-016	79.77-85.39	80.68-84.56	clips/pa-016__perqu__79.77.wav	existent	63ff86102f02e1c79131c26c271b764dcf2fee00757ceb1742483bf13b84d8aa	5.620
perquè	pa-017	4.25-12.15	4.96-7.88	clips/pa-017__perqu__4.25.wav	existent	c37d0e81a67035f14b21a3d9acf65e9e4d89259751bedffb0718788bff25ba73	7.900
perquè	pa-018	91.09-96.47	91.84-95.80	clips/pa-018__perqu__91.09.wav	existent	26189b0a263714ef40ca0fe1cde356c2818cdb993a4fba5c05348fc3e0037b55	5.380
perquè	pa-019	101.25-105.75		clips/pa-019__perqu__101.25.wav	existent-extraient-sense-overlap	d8b885acfaeaa08e383bd0ef2cfa0513b99713e7bf1a070c9cc7219cb5caaf33	4.500
perquè	pa-020	9.41-12.91	9.84-11.84	clips/pa-020__perqu__9.41.wav	existent	685c2253092a80703a48aa722308efa55b16603ada59926e97085bdd6f010811	3.500
perquè	pa-021	15.45-19.67	17.56-22.24	clips/pa-021__perqu__15.45.wav	existent	b5da3c833208a879a53426b7f5e9a0b928e4b560e6d6f9577f08ad125321950b	4.220
perquè	pa-022	111.69-115.67	112.32-114.80	clips/pa-022__perqu__111.69.wav	existent	fb2ffe0dbf5e8edef8dff934b62be786708f56c40fda8becaa5c14c141aff790	3.980
perquè	pa-023	29.09-34.79	30.00-34.12	clips/pa-023__perqu__29.09.wav	existent	a53c55737a3ea627dfc1975487041bc23708b7667b47e9e81592d2cbcb46a20c	5.700
perquè	pa-024	225.53-230.35		clips/pa-024__perqu__225.53.wav	existent-extraient-sense-overlap	d09d1bc1d872d54d288ff2424248c5de18fa9d8b76f314bb0a4e675d489085f5	4.820
perquè	pa-025	37.17-40.43	37.92-39.60	clips/pa-025__perqu__37.17.wav	existent	a891fcf66565de45043e5673202939ffd53995c708fbce926de37ecf2ab3a200	3.260
perquè	pa-026	150.53-156.67	150.32-155.88	clips/pa-026__perqu__150.53.wav	existent	a06efbfdb2e318c890b420026c97961f9e15ee10139b75a171678569811766b4	6.140
perquè	pa-027	8.81-14.39	8.80-12.04	clips/pa-027__perqu__8.81.wav	existent	e8162daab616860e81e55a9b17c1dd1824cef34ede88bf377dfcddb1b9284c85	5.580
perquè	pa-028	142.89-147.99	143.48-149.12	clips/pa-028__perqu__142.89.wav	existent	5b1e188c8fcea870766593da2a3077f6730dd34d379eaea586edb4f2f65ae03c	5.100
perquè	pa-029	249.69-254.43		clips/pa-029__perqu__249.69.wav	existent-extraient-sense-overlap	ab0a4f86d61a08b2713c29e243689f6690d79aab735bee1859dfda92408cd1e8	4.740
perquè	pa-030	31.89-36.39	32.72-35.72	clips/pa-030__perqu__31.89.wav	existent	c8563f20f7d6628968378f3a440d6a7ad4939624141215ec351d27a364919d73	4.500
perquè	pa-031	32.69-37.47	33.48-36.64	clips/pa-031__perqu__32.69.wav	existent	cf617f19e1ca890dcf6dfb89e425ddba5e51d8739e0266d23d3f88905606219e	4.780
perquè	pa-032	9.21-15.07	10.00-14.72	clips/pa-032__perqu__9.21.wav	existent	66b02c6db84050aebf90008226b3eceeceb63d28f24f6f2dabcd5df79040e592	5.860
