id_persona	forma	interval_escolta	clip	json_small	estat
pa-057	o sigui	249.45-254.11	clips/pa-057__o-sigui__249.45.wav	qa-cua-small-json/pa-057__o-sigui__249_45.json	pendent-audicio
pa-059	o sigui	266.13-271.15	clips/pa-059__o-sigui__266.13.wav	qa-cua-small-json/pa-059__o-sigui__266_13.json	pendent-audicio
pa-061	o sigui	161.05-167.39	clips/pa-061__o-sigui__161.05.wav	qa-cua-small-json/pa-061__o-sigui__161_05.json	pendent-audicio
pa-062	o sigui	236.01-241.71	clips/pa-062__o-sigui__236.01.wav	qa-cua-small-json/pa-062__o-sigui__236_01.json	pendent-audicio
pa-063	o sigui	826.09-830.95	clips/pa-063__o-sigui__826.09.wav	qa-cua-small-json/pa-063__o-sigui__826_09.json	pendent-audicio
pa-064	o sigui	36.73-40.23	clips/pa-064__o-sigui__36.73.wav	qa-cua-small-json/pa-064__o-sigui__36_73.json	pendent-audicio
pa-065	o sigui	191.65-195.15	clips/pa-065__o-sigui__191.65.wav	qa-cua-small-json/pa-065__o-sigui__191_65.json	pendent-audicio
pa-001	llavors	837.17-841.11	clips/pa-001__llavors__837.17.wav	qa-cua-small-json/pa-001__llavors__837_17.json	pendent-audicio
pa-002	llavors	550.25-556.75	clips/pa-002__llavors__550.25.wav	qa-cua-small-json/pa-002__llavors__550_25.json	pendent-audicio
pa-005	llavors	433.29-439.27	clips/pa-005__llavors__433.29.wav	qa-cua-small-json/pa-005__llavors__433_29.json	pendent-audicio
pa-006	llavors	214.25-220.75	clips/pa-006__llavors__214.25.wav	qa-cua-small-json/pa-006__llavors__214_25.json	pendent-audicio
pa-007	llavors	657.25-663.75	clips/pa-007__llavors__657.25.wav	qa-cua-small-json/pa-007__llavors__657_25.json	pendent-audicio
pa-009	llavors	201.25-207.75	clips/pa-009__llavors__201.25.wav	qa-cua-small-json/pa-009__llavors__201_25.json	pendent-audicio
pa-010	llavors	386.25-391.75	clips/pa-010__llavors__386.25.wav	qa-cua-small-json/pa-010__llavors__386_25.json	pendent-audicio
pa-014	llavors	228.25-237.35	clips/pa-014__llavors__228.25.wav	qa-cua-small-json/pa-014__llavors__228_25.json	pendent-audicio
pa-015	llavors	197.25-204.75	clips/pa-015__llavors__197.25.wav	qa-cua-small-json/pa-015__llavors__197_25.json	pendent-audicio
pa-016	llavors	15.05-20.91	clips/pa-016__llavors__15.05.wav	qa-cua-small-json/pa-016__llavors__15_05.json	pendent-audicio
pa-017	llavors	361.25-368.75	clips/pa-017__llavors__361.25.wav	qa-cua-small-json/pa-017__llavors__361_25.json	pendent-audicio
pa-018	llavors	1055.09-1058.87	clips/pa-018__llavors__1055.09.wav	qa-cua-small-json/pa-018__llavors__1055_09.json	pendent-audicio
pa-019	llavors	422.25-427.75	clips/pa-019__llavors__422.25.wav	qa-cua-small-json/pa-019__llavors__422_25.json	pendent-audicio
pa-022	llavors	57.37-61.35	clips/pa-022__llavors__57.37.wav	qa-cua-small-json/pa-022__llavors__57_37.json	pendent-audicio
pa-023	llavors	48.81-56.07	clips/pa-023__llavors__48.81.wav	qa-cua-small-json/pa-023__llavors__48_81.json	pendent-audicio
pa-024	llavors	336.85-341.27	clips/pa-024__llavors__336.85.wav	qa-cua-small-json/pa-024__llavors__336_85.json	pendent-audicio
pa-026	llavors	81.13-84.63	clips/pa-026__llavors__81.13.wav	qa-cua-small-json/pa-026__llavors__81_13.json	pendent-audicio
pa-027	llavors	137.93-143.43	clips/pa-027__llavors__137.93.wav	qa-cua-small-json/pa-027__llavors__137_93.json	pendent-audicio
pa-028	llavors	151.01-155.91	clips/pa-028__llavors__151.01.wav	qa-cua-small-json/pa-028__llavors__151_01.json	pendent-audicio
pa-029	llavors	42.97-46.79	clips/pa-029__llavors__42.97.wav	qa-cua-small-json/pa-029__llavors__42_97.json	pendent-audicio
pa-030	llavors	157.61-163.15	clips/pa-030__llavors__157.61.wav	qa-cua-small-json/pa-030__llavors__157_61.json	pendent-audicio
pa-032	llavors	174.13-178.67	clips/pa-032__llavors__174.13.wav	qa-cua-small-json/pa-032__llavors__174_13.json	pendent-audicio
pa-033	llavors	71.53-76.35	clips/pa-033__llavors__71.53.wav	qa-cua-small-json/pa-033__llavors__71_53.json	pendent-audicio
pa-034	llavors	29.17-32.67	clips/pa-034__llavors__29.17.wav	qa-cua-small-json/pa-034__llavors__29_17.json	pendent-audicio
pa-036	llavors	535.25-538.75	clips/pa-036__llavors__535.25.wav	qa-cua-small-json/pa-036__llavors__535_25.json	pendent-audicio
pa-037	llavors	92.53-106.79	clips/pa-037__llavors__92.53.wav	qa-cua-small-json/pa-037__llavors__92_53.json	pendent-audicio
pa-038	llavors	264.13-269.83	clips/pa-038__llavors__264.13.wav	qa-cua-small-json/pa-038__llavors__264_13.json	pendent-audicio
pa-041	llavors	108.25-115.75	clips/pa-041__llavors__108.25.wav	qa-cua-small-json/pa-041__llavors__108_25.json	pendent-audicio
pa-045	llavors	194.93-200.31	clips/pa-045__llavors__194.93.wav	qa-cua-small-json/pa-045__llavors__194_93.json	pendent-audicio
pa-046	llavors	381.13-388.19	clips/pa-046__llavors__381.13.wav	qa-cua-small-json/pa-046__llavors__381_13.json	pendent-audicio
pa-048	llavors	1244.97-1248.95	clips/pa-048__llavors__1244.97.wav	qa-cua-small-json/pa-048__llavors__1244_97.json	pendent-audicio
pa-049	llavors	230.45-239.67	clips/pa-049__llavors__230.45.wav	qa-cua-small-json/pa-049__llavors__230_45.json	pendent-audicio
pa-051	llavors	47.61-51.11	clips/pa-051__llavors__47.61.wav	qa-cua-small-json/pa-051__llavors__47_61.json	pendent-audicio
pa-052	llavors	68.73-73.23	clips/pa-052__llavors__68.73.wav	qa-cua-small-json/pa-052__llavors__68_73.json	pendent-audicio
pa-053	llavors	40.73-47.71	clips/pa-053__llavors__40.73.wav	qa-cua-small-json/pa-053__llavors__40_73.json	pendent-audicio
pa-054	llavors	156.57-161.51	clips/pa-054__llavors__156.57.wav	qa-cua-small-json/pa-054__llavors__156_57.json	pendent-audicio
pa-055	llavors	105.37-110.27	clips/pa-055__llavors__105.37.wav	qa-cua-small-json/pa-055__llavors__105_37.json	pendent-audicio
pa-056	llavors	157.77-163.11	clips/pa-056__llavors__157.77.wav	qa-cua-small-json/pa-056__llavors__157_77.json	pendent-audicio
pa-057	llavors	42.85-47.99	clips/pa-057__llavors__42.85.wav	qa-cua-small-json/pa-057__llavors__42_85.json	pendent-audicio
pa-058	llavors	1054.41-1059.35	clips/pa-058__llavors__1054.41.wav	qa-cua-small-json/pa-058__llavors__1054_41.json	pendent-audicio
pa-059	llavors	361.49-368.39	clips/pa-059__llavors__361.49.wav	qa-cua-small-json/pa-059__llavors__361_49.json	pendent-audicio
pa-060	llavors	48.77-56.07	clips/pa-060__llavors__48.77.wav	qa-cua-small-json/pa-060__llavors__48_77.json	pendent-audicio
pa-061	llavors	380.77-385.15	clips/pa-061__llavors__380.77.wav	qa-cua-small-json/pa-061__llavors__380_77.json	pendent-audicio
pa-063	llavors	39.49-44.79	clips/pa-063__llavors__39.49.wav	qa-cua-small-json/pa-063__llavors__39_49.json	pendent-audicio
pa-064	llavors	713.33-717.15	clips/pa-064__llavors__713.33.wav	qa-cua-small-json/pa-064__llavors__713_33.json	pendent-audicio
pa-065	llavors	612.13-617.87	clips/pa-065__llavors__612.13.wav	qa-cua-small-json/pa-065__llavors__612_13.json	pendent-audicio
pa-066	llavors	16.21-20.35	clips/pa-066__llavors__16.21.wav	qa-cua-small-json/pa-066__llavors__16_21.json	pendent-audicio
pa-001	a veure	341.57-345.59	clips/pa-001__a-veure__341.57.wav	qa-cua-small-json/pa-001__a-veure__341_57.json	pendent-audicio
pa-002	a veure	126.25-132.75	clips/pa-002__a-veure__126.25.wav	qa-cua-small-json/pa-002__a-veure__126_25.json	pendent-audicio
pa-007	a veure	89.25-96.75	clips/pa-007__a-veure__89.25.wav	qa-cua-small-json/pa-007__a-veure__89_25.json	pendent-audicio
pa-008	a veure	668.25-673.75	clips/pa-008__a-veure__668.25.wav	qa-cua-small-json/pa-008__a-veure__668_25.json	pendent-audicio
pa-011	a veure	551.81-556.27	clips/pa-011__a-veure__551.81.wav	qa-cua-small-json/pa-011__a-veure__551_81.json	pendent-audicio
pa-014	a veure	617.45-637.95	clips/pa-014__a-veure__617.45.wav	qa-cua-small-json/pa-014__a-veure__617_45.json	pendent-audicio
pa-016	a veure	369.73-375.91	clips/pa-016__a-veure__369.73.wav	qa-cua-small-json/pa-016__a-veure__369_73.json	pendent-audicio
pa-018	a veure	825.61-833.55	clips/pa-018__a-veure__825.61.wav	qa-cua-small-json/pa-018__a-veure__825_61.json	pendent-audicio
pa-021	a veure	108.77-116.95	clips/pa-021__a-veure__108.77.wav	qa-cua-small-json/pa-021__a-veure__108_77.json	pendent-audicio
pa-022	a veure	238.61-245.15	clips/pa-022__a-veure__238.61.wav	qa-cua-small-json/pa-022__a-veure__238_61.json	pendent-audicio
pa-023	a veure	268.81-272.59	clips/pa-023__a-veure__268.81.wav	qa-cua-small-json/pa-023__a-veure__268_81.json	pendent-audicio
pa-024	a veure	590.77-595.39	clips/pa-024__a-veure__590.77.wav	qa-cua-small-json/pa-024__a-veure__590_77.json	pendent-audicio
pa-025	a veure	388.01-395.23	clips/pa-025__a-veure__388.01.wav	qa-cua-small-json/pa-025__a-veure__388_01.json	pendent-audicio
pa-026	a veure	64.09-68.39	clips/pa-026__a-veure__64.09.wav	qa-cua-small-json/pa-026__a-veure__64_09.json	pendent-audicio
pa-029	a veure	17.49-21.59	clips/pa-029__a-veure__17.49.wav	qa-cua-small-json/pa-029__a-veure__17_49.json	pendent-audicio
pa-030	a veure	673.41-676.91	clips/pa-030__a-veure__673.41.wav	qa-cua-small-json/pa-030__a-veure__673_41.json	pendent-audicio
pa-031	a veure	4.25-9.07	clips/pa-031__a-veure__4.25.wav	qa-cua-small-json/pa-031__a-veure__4_25.json	pendent-audicio
pa-032	a veure	212.45-218.19	clips/pa-032__a-veure__212.45.wav	qa-cua-small-json/pa-032__a-veure__212_45.json	pendent-audicio
pa-034	a veure	94.05-100.39	clips/pa-034__a-veure__94.05.wav	qa-cua-small-json/pa-034__a-veure__94_05.json	pendent-audicio
pa-035	a veure	211.09-218.51	clips/pa-035__a-veure__211.09.wav	qa-cua-small-json/pa-035__a-veure__211_09.json	pendent-audicio
pa-036	a veure	153.05-160.15	clips/pa-036__a-veure__153.05.wav	qa-cua-small-json/pa-036__a-veure__153_05.json	pendent-audicio
pa-038	a veure	1070.33-1076.43	clips/pa-038__a-veure__1070.33.wav	qa-cua-small-json/pa-038__a-veure__1070_33.json	pendent-audicio
pa-041	a veure	200.25-205.75	clips/pa-041__a-veure__200.25.wav	qa-cua-small-json/pa-041__a-veure__200_25.json	pendent-audicio
pa-045	a veure	340.93-345.91	clips/pa-045__a-veure__340.93.wav	qa-cua-small-json/pa-045__a-veure__340_93.json	pendent-audicio
pa-048	a veure	393.93-397.03	clips/pa-048__a-veure__393.93.wav	qa-cua-small-json/pa-048__a-veure__393_93.json	pendent-audicio
pa-049	a veure	244.85-252.03	clips/pa-049__a-veure__244.85.wav	qa-cua-small-json/pa-049__a-veure__244_85.json	pendent-audicio
pa-054	a veure	77.97-81.87	clips/pa-054__a-veure__77.97.wav	qa-cua-small-json/pa-054__a-veure__77_97.json	pendent-audicio
pa-055	a veure	63.89-68.59	clips/pa-055__a-veure__63.89.wav	qa-cua-small-json/pa-055__a-veure__63_89.json	pendent-audicio
pa-056	a veure	673.21-676.71	clips/pa-056__a-veure__673.21.wav	qa-cua-small-json/pa-056__a-veure__673_21.json	pendent-audicio
pa-057	a veure	16.97-21.31	clips/pa-057__a-veure__16.97.wav	qa-cua-small-json/pa-057__a-veure__16_97.json	pendent-audicio
pa-058	a veure	828.61-833.55	clips/pa-058__a-veure__828.61.wav	qa-cua-small-json/pa-058__a-veure__828_61.json	pendent-audicio
pa-060	a veure	268.57-272.67	clips/pa-060__a-veure__268.57.wav	qa-cua-small-json/pa-060__a-veure__268_57.json	pendent-audicio
pa-061	a veure	579.17-583.39	clips/pa-061__a-veure__579.17.wav	qa-cua-small-json/pa-061__a-veure__579_17.json	pendent-audicio
pa-063	a veure	402.13-408.03	clips/pa-063__a-veure__402.13.wav	qa-cua-small-json/pa-063__a-veure__402_13.json	pendent-audicio
pa-064	a veure	587.61-591.67	clips/pa-064__a-veure__587.61.wav	qa-cua-small-json/pa-064__a-veure__587_61.json	pendent-audicio
pa-065	a veure	578.25-582.71	clips/pa-065__a-veure__578.25.wav	qa-cua-small-json/pa-065__a-veure__578_25.json	pendent-audicio
pa-003	aviam	180.17-188.79	clips/pa-003__aviam__180.17.wav	qa-cua-small-json/pa-003__aviam__180_17.json	pendent-audicio
pa-014	aviam	875.45-883.95	clips/pa-014__aviam__875.45.wav	qa-cua-small-json/pa-014__aviam__875_45.json	pendent-audicio
pa-016	aviam	729.65-741.19	clips/pa-016__aviam__729.65.wav	qa-cua-small-json/pa-016__aviam__729_65.json	pendent-audicio
pa-020	aviam	252.21-256.43	clips/pa-020__aviam__252.21.wav	qa-cua-small-json/pa-020__aviam__252_21.json	pendent-audicio
pa-049	aviam	897.25-901.75	clips/pa-049__aviam__897.25.wav	qa-cua-small-json/pa-049__aviam__897_25.json	pendent-audicio
pa-004	doncs	416.21-423.31	clips/pa-004__doncs__416.21.wav	qa-cua-small-json/pa-004__doncs__416_21.json	pendent-audicio
pa-005	doncs	71.13-77.11	clips/pa-005__doncs__71.13.wav	qa-cua-small-json/pa-005__doncs__71_13.json	pendent-audicio
pa-006	doncs	180.25-187.75	clips/pa-006__doncs__180.25.wav	qa-cua-small-json/pa-006__doncs__180_25.json	pendent-audicio
pa-007	doncs	59.25-66.75	clips/pa-007__doncs__59.25.wav	qa-cua-small-json/pa-007__doncs__59_25.json	pendent-audicio
pa-008	doncs	55.25-59.75	clips/pa-008__doncs__55.25.wav	qa-cua-small-json/pa-008__doncs__55_25.json	pendent-audicio
pa-009	doncs	139.25-145.75	clips/pa-009__doncs__139.25.wav	qa-cua-small-json/pa-009__doncs__139_25.json	pendent-audicio
pa-010	doncs	24.65-31.67	clips/pa-010__doncs__24.65.wav	qa-cua-small-json/pa-010__doncs__24_65.json	pendent-audicio
pa-011	doncs	61.49-69.07	clips/pa-011__doncs__61.49.wav	qa-cua-small-json/pa-011__doncs__61_49.json	pendent-audicio
pa-012	doncs	411.25-416.75	clips/pa-012__doncs__411.25.wav	qa-cua-small-json/pa-012__doncs__411_25.json	pendent-audicio
pa-013	doncs	56.85-61.87	clips/pa-013__doncs__56.85.wav	qa-cua-small-json/pa-013__doncs__56_85.json	pendent-audicio
pa-014	doncs	180.05-188.55	clips/pa-014__doncs__180.05.wav	qa-cua-small-json/pa-014__doncs__180_05.json	pendent-audicio
pa-015	doncs	83.25-87.75	clips/pa-015__doncs__83.25.wav	qa-cua-small-json/pa-015__doncs__83_25.json	pendent-audicio
pa-016	doncs	62.33-69.43	clips/pa-016__doncs__62.33.wav	qa-cua-small-json/pa-016__doncs__62_33.json	pendent-audicio
pa-017	doncs	459.25-464.75	clips/pa-017__doncs__459.25.wav	qa-cua-small-json/pa-017__doncs__459_25.json	pendent-audicio
pa-018	doncs	33.53-39.87	clips/pa-018__doncs__33.53.wav	qa-cua-small-json/pa-018__doncs__33_53.json	pendent-audicio
pa-019	doncs	46.25-49.75	clips/pa-019__doncs__46.25.wav	qa-cua-small-json/pa-019__doncs__46_25.json	pendent-audicio
pa-020	doncs	247.37-252.03	clips/pa-020__doncs__247.37.wav	qa-cua-small-json/pa-020__doncs__247_37.json	pendent-audicio
pa-021	doncs	12.25-16.87	clips/pa-021__doncs__12.25.wav	qa-cua-small-json/pa-021__doncs__12_25.json	pendent-audicio
pa-022	doncs	122.85-126.95	clips/pa-022__doncs__122.85.wav	qa-cua-small-json/pa-022__doncs__122_85.json	pendent-audicio
pa-024	doncs	83.01-114.51	clips/pa-024__doncs__83.01.wav	qa-cua-small-json/pa-024__doncs__83_01.json	pendent-audicio
pa-025	doncs	59.89-66.03	clips/pa-025__doncs__59.89.wav	qa-cua-small-json/pa-025__doncs__59_89.json	pendent-audicio
pa-026	doncs	6.33-9.67	clips/pa-026__doncs__6.33.wav	qa-cua-small-json/pa-026__doncs__6_33.json	pendent-audicio
pa-027	doncs	18.01-24.51	clips/pa-027__doncs__18.01.wav	qa-cua-small-json/pa-027__doncs__18_01.json	pendent-audicio
pa-028	doncs	329.33-334.79	clips/pa-028__doncs__329.33.wav	qa-cua-small-json/pa-028__doncs__329_33.json	pendent-audicio
pa-029	doncs	127.61-131.67	clips/pa-029__doncs__127.61.wav	qa-cua-small-json/pa-029__doncs__127_61.json	pendent-audicio
pa-030	doncs	43.53-48.63	clips/pa-030__doncs__43.53.wav	qa-cua-small-json/pa-030__doncs__43_53.json	pendent-audicio
pa-031	doncs	414.05-419.11	clips/pa-031__doncs__414.05.wav	qa-cua-small-json/pa-031__doncs__414_05.json	pendent-audicio
pa-032	doncs	21.61-27.23	clips/pa-032__doncs__21.61.wav	qa-cua-small-json/pa-032__doncs__21_61.json	pendent-audicio
pa-033	doncs	6.61-10.79	clips/pa-033__doncs__6.61.wav	qa-cua-small-json/pa-033__doncs__6_61.json	pendent-audicio
pa-034	doncs	110.53-116.23	clips/pa-034__doncs__110.53.wav	qa-cua-small-json/pa-034__doncs__110_53.json	pendent-audicio
pa-035	doncs	195.49-202.11	clips/pa-035__doncs__195.49.wav	qa-cua-small-json/pa-035__doncs__195_49.json	pendent-audicio
pa-036	doncs	367.25-376.75	clips/pa-036__doncs__367.25.wav	qa-cua-small-json/pa-036__doncs__367_25.json	pendent-audicio
pa-037	doncs	20.49-28.07	clips/pa-037__doncs__20.49.wav	qa-cua-small-json/pa-037__doncs__20_49.json	pendent-audicio
pa-038	doncs	2008.17-2013.95	clips/pa-038__doncs__2008.17.wav	qa-cua-small-json/pa-038__doncs__2008_17.json	pendent-audicio
pa-039	doncs	12.77-19.51	clips/pa-039__doncs__12.77.wav	qa-cua-small-json/pa-039__doncs__12_77.json	pendent-audicio
pa-040	doncs	210.05-214.99	clips/pa-040__doncs__210.05.wav	qa-cua-small-json/pa-040__doncs__210_05.json	pendent-audicio
pa-041	doncs	209.25-217.75	clips/pa-041__doncs__209.25.wav	qa-cua-small-json/pa-041__doncs__209_25.json	pendent-audicio
pa-043	doncs	15.25-19.75	clips/pa-043__doncs__15.25.wav	qa-cua-small-json/pa-043__doncs__15_25.json	pendent-audicio
pa-045	doncs	283.01-287.39	clips/pa-045__doncs__283.01.wav	qa-cua-small-json/pa-045__doncs__283_01.json	pendent-audicio
pa-046	doncs	135.61-140.07	clips/pa-046__doncs__135.61.wav	qa-cua-small-json/pa-046__doncs__135_61.json	pendent-audicio
pa-048	doncs	302.89-306.79	clips/pa-048__doncs__302.89.wav	qa-cua-small-json/pa-048__doncs__302_89.json	pendent-audicio
pa-049	doncs	1092.25-1095.75	clips/pa-049__doncs__1092.25.wav	qa-cua-small-json/pa-049__doncs__1092_25.json	pendent-audicio
pa-055	doncs	6.29-9.67	clips/pa-055__doncs__6.29.wav	qa-cua-small-json/pa-055__doncs__6_29.json	pendent-audicio
pa-056	doncs	43.45-48.59	clips/pa-056__doncs__43.45.wav	qa-cua-small-json/pa-056__doncs__43_45.json	pendent-audicio
pa-057	doncs	127.21-131.71	clips/pa-057__doncs__127.21.wav	qa-cua-small-json/pa-057__doncs__127_21.json	pendent-audicio
pa-058	doncs	200.41-205.27	clips/pa-058__doncs__200.41.wav	qa-cua-small-json/pa-058__doncs__200_41.json	pendent-audicio
pa-059	doncs	245.81-250.79	clips/pa-059__doncs__245.81.wav	qa-cua-small-json/pa-059__doncs__245_81.json	pendent-audicio
pa-060	doncs	177.97-182.63	clips/pa-060__doncs__177.97.wav	qa-cua-small-json/pa-060__doncs__177_97.json	pendent-audicio
pa-061	doncs	242.09-249.23	clips/pa-061__doncs__242.09.wav	qa-cua-small-json/pa-061__doncs__242_09.json	pendent-audicio
pa-062	doncs	302.09-307.51	clips/pa-062__doncs__302.09.wav	qa-cua-small-json/pa-062__doncs__302_09.json	pendent-audicio
pa-063	doncs	609.05-614.11	clips/pa-063__doncs__609.05.wav	qa-cua-small-json/pa-063__doncs__609_05.json	pendent-audicio
pa-064	doncs	456.73-460.43	clips/pa-064__doncs__456.73.wav	qa-cua-small-json/pa-064__doncs__456_73.json	pendent-audicio
pa-065	doncs	157.49-162.27	clips/pa-065__doncs__157.49.wav	qa-cua-small-json/pa-065__doncs__157_49.json	pendent-audicio
pa-001	perquè	59.57-63.31	clips/pa-001__perqu__59.57.wav	qa-cua-small-json/pa-001__perqu__59_57.json	pendent-audicio
pa-002	perquè	18.25-23.75	clips/pa-002__perqu__18.25.wav	qa-cua-small-json/pa-002__perqu__18_25.json	pendent-audicio
pa-003	perquè	201.57-207.03	clips/pa-003__perqu__201.57.wav	qa-cua-small-json/pa-003__perqu__201_57.json	pendent-audicio
pa-004	perquè	464.09-471.39	clips/pa-004__perqu__464.09.wav	qa-cua-small-json/pa-004__perqu__464_09.json	pendent-audicio
pa-006	perquè	110.25-117.75	clips/pa-006__perqu__110.25.wav	qa-cua-small-json/pa-006__perqu__110_25.json	pendent-audicio
pa-007	perquè	101.25-107.75	clips/pa-007__perqu__101.25.wav	qa-cua-small-json/pa-007__perqu__101_25.json	pendent-audicio
pa-008	perquè	55.25-59.75	clips/pa-008__perqu__55.25.wav	qa-cua-small-json/pa-008__perqu__55_25.json	pendent-audicio
pa-009	perquè	349.25-356.75	clips/pa-009__perqu__349.25.wav	qa-cua-small-json/pa-009__perqu__349_25.json	pendent-audicio
pa-010	perquè	196.65-201.55	clips/pa-010__perqu__196.65.wav	qa-cua-small-json/pa-010__perqu__196_65.json	pendent-audicio
pa-011	perquè	27.61-31.55	clips/pa-011__perqu__27.61.wav	qa-cua-small-json/pa-011__perqu__27_61.json	pendent-audicio
pa-012	perquè	369.25-374.75	clips/pa-012__perqu__369.25.wav	qa-cua-small-json/pa-012__perqu__369_25.json	pendent-audicio
pa-013	perquè	433.89-442.03	clips/pa-013__perqu__433.89.wav	qa-cua-small-json/pa-013__perqu__433_89.json	pendent-audicio
pa-014	perquè	105.85-115.75	clips/pa-014__perqu__105.85.wav	qa-cua-small-json/pa-014__perqu__105_85.json	pendent-audicio
pa-015	perquè	86.25-92.75	clips/pa-015__perqu__86.25.wav	qa-cua-small-json/pa-015__perqu__86_25.json	pendent-audicio
pa-016	perquè	79.77-85.39	clips/pa-016__perqu__79.77.wav	qa-cua-small-json/pa-016__perqu__79_77.json	pendent-audicio
pa-017	perquè	4.25-12.15	clips/pa-017__perqu__4.25.wav	qa-cua-small-json/pa-017__perqu__4_25.json	pendent-audicio
pa-018	perquè	91.09-96.47	clips/pa-018__perqu__91.09.wav	qa-cua-small-json/pa-018__perqu__91_09.json	pendent-audicio
pa-019	perquè	101.25-105.75	clips/pa-019__perqu__101.25.wav	qa-cua-small-json/pa-019__perqu__101_25.json	pendent-audicio
pa-020	perquè	9.41-12.91	clips/pa-020__perqu__9.41.wav	qa-cua-small-json/pa-020__perqu__9_41.json	pendent-audicio
pa-021	perquè	15.45-19.67	clips/pa-021__perqu__15.45.wav	qa-cua-small-json/pa-021__perqu__15_45.json	pendent-audicio
pa-022	perquè	111.69-115.67	clips/pa-022__perqu__111.69.wav	qa-cua-small-json/pa-022__perqu__111_69.json	pendent-audicio
pa-023	perquè	29.09-34.79	clips/pa-023__perqu__29.09.wav	qa-cua-small-json/pa-023__perqu__29_09.json	pendent-audicio
pa-024	perquè	225.53-230.35	clips/pa-024__perqu__225.53.wav	qa-cua-small-json/pa-024__perqu__225_53.json	pendent-audicio
pa-025	perquè	37.17-40.43	clips/pa-025__perqu__37.17.wav	qa-cua-small-json/pa-025__perqu__37_17.json	pendent-audicio
pa-026	perquè	150.53-156.67	clips/pa-026__perqu__150.53.wav	qa-cua-small-json/pa-026__perqu__150_53.json	pendent-audicio
pa-027	perquè	8.81-14.39	clips/pa-027__perqu__8.81.wav	qa-cua-small-json/pa-027__perqu__8_81.json	pendent-audicio
pa-028	perquè	142.89-147.99	clips/pa-028__perqu__142.89.wav	qa-cua-small-json/pa-028__perqu__142_89.json	pendent-audicio
pa-029	perquè	249.69-254.43	clips/pa-029__perqu__249.69.wav	qa-cua-small-json/pa-029__perqu__249_69.json	pendent-audicio
pa-030	perquè	31.89-36.39	clips/pa-030__perqu__31.89.wav	qa-cua-small-json/pa-030__perqu__31_89.json	pendent-audicio
pa-031	perquè	32.69-37.47	clips/pa-031__perqu__32.69.wav	qa-cua-small-json/pa-031__perqu__32_69.json	pendent-audicio
pa-032	perquè	9.21-15.07	clips/pa-032__perqu__9.21.wav	qa-cua-small-json/pa-032__perqu__9_21.json	pendent-audicio
pa-033	perquè	18.89-23.43	clips/pa-033__perqu__18.89.wav	qa-cua-small-json/pa-033__perqu__18_89.json	pendent-audicio
pa-034	perquè	51.85-56.47	clips/pa-034__perqu__51.85.wav	qa-cua-small-json/pa-034__perqu__51_85.json	pendent-audicio
pa-035	perquè	181.13-186.35	clips/pa-035__perqu__181.13.wav	qa-cua-small-json/pa-035__perqu__181_13.json	pendent-audicio
pa-036	perquè	15.65-20.75	clips/pa-036__perqu__15.65.wav	qa-cua-small-json/pa-036__perqu__15_65.json	pendent-audicio
pa-037	perquè	186.29-198.91	clips/pa-037__perqu__186.29.wav	qa-cua-small-json/pa-037__perqu__186_29.json	pendent-audicio
pa-038	perquè	279.13-283.51	clips/pa-038__perqu__279.13.wav	qa-cua-small-json/pa-038__perqu__279_13.json	pendent-audicio
pa-039	perquè	18.09-21.31	clips/pa-039__perqu__18.09.wav	qa-cua-small-json/pa-039__perqu__18_09.json	pendent-audicio
pa-040	perquè	25.21-30.07	clips/pa-040__perqu__25.21.wav	qa-cua-small-json/pa-040__perqu__25_21.json	pendent-audicio
pa-041	perquè	69.25-76.75	clips/pa-041__perqu__69.25.wav	qa-cua-small-json/pa-041__perqu__69_25.json	pendent-audicio
pa-042	perquè	29.13-33.43	clips/pa-042__perqu__29.13.wav	qa-cua-small-json/pa-042__perqu__29_13.json	pendent-audicio
pa-045	perquè	175.33-183.63	clips/pa-045__perqu__175.33.wav	qa-cua-small-json/pa-045__perqu__175_33.json	pendent-audicio
pa-046	perquè	140.85-146.79	clips/pa-046__perqu__140.85.wav	qa-cua-small-json/pa-046__perqu__140_85.json	pendent-audicio
pa-048	perquè	186.93-191.19	clips/pa-048__perqu__186.93.wav	qa-cua-small-json/pa-048__perqu__186_93.json	pendent-audicio
pa-049	perquè	68.85-75.71	clips/pa-049__perqu__68.85.wav	qa-cua-small-json/pa-049__perqu__68_85.json	pendent-audicio
pa-051	perquè	123.85-128.35	clips/pa-051__perqu__123.85.wav	qa-cua-small-json/pa-051__perqu__123_85.json	pendent-audicio
pa-052	perquè	92.65-96.47	clips/pa-052__perqu__92.65.wav	qa-cua-small-json/pa-052__perqu__92_65.json	pendent-audicio
pa-053	perquè	113.93-120.79	clips/pa-053__perqu__113.93.wav	qa-cua-small-json/pa-053__perqu__113_93.json	pendent-audicio
pa-054	perquè	80.45-85.43	clips/pa-054__perqu__80.45.wav	qa-cua-small-json/pa-054__perqu__80_45.json	pendent-audicio
pa-055	perquè	148.53-153.11	clips/pa-055__perqu__148.53.wav	qa-cua-small-json/pa-055__perqu__148_53.json	pendent-audicio
pa-056	perquè	31.73-35.07	clips/pa-056__perqu__31.73.wav	qa-cua-small-json/pa-056__perqu__31_73.json	pendent-audicio
pa-057	perquè	249.45-254.11	clips/pa-057__perqu__249.45.wav	qa-cua-small-json/pa-057__perqu__249_45.json	pendent-audicio
