forma	id_persona	interval_escolta	clip	forma_en_qa	durada_s	veu_proporcio	rms_p10_db	rms_p50_db	rms_p90_db	zcr_p10	zcr_p90	f0_median_hz	f0_iqr_hz	centroid_median_hz	centroid_p90_hz	segments_veu	pausa_mediana_s	mostres_f0	nota
crec	pa-042	32.01-37.35	clips/pa-042__crec__32.01.wav	no	5.340	0.6917	-42.15	-24.69	-18.60	0.0595	0.1690	219.02	55.97	1359.70	1992.63	16	0.080	92	descriptor orientatiu; no és anotació fonètica
crec	pa-043	102.25-108.75	clips/pa-043__crec__102.25.wav	sí	6.500	0.5278	-52.74	-34.41	-24.18	0.0532	0.2448	217.96	146.91	1331.35	2798.84	17	0.070	83	descriptor orientatiu; no és anotació fonètica
crec	pa-045	240.61-245.63	clips/pa-045__crec__240.61.wav	no	5.020	0.4160	-49.78	-39.10	-25.21	0.0344	0.1022	296.89	59.12	1294.47	1844.87	11	0.050	50	descriptor orientatiu; no és anotació fonètica
crec	pa-046	208.41-212.47	clips/pa-046__crec__208.41.wav	no	4.060	0.6386	-47.72	-31.05	-22.99	0.0407	0.2183	208.02	50.75	975.93	2612.98	13	0.050	64	descriptor orientatiu; no és anotació fonètica
crec	pa-048	110.97-117.27	clips/pa-048__crec__110.97.wav	sí	6.300	0.4745	-49.41	-37.29	-24.25	0.0454	0.1549	211.25	157.94	1442.66	1940.14	12	0.100	75	descriptor orientatiu; no és anotació fonètica
crec	pa-049	371.85-383.51	clips/pa-049__crec__371.85.wav	sí	11.660	0.6186	-49.97	-29.98	-22.99	0.0501	0.3928	252.50	78.61	1622.86	3514.69	29	0.060	179	descriptor orientatiu; no és anotació fonètica
crec	pa-051	208.57-213.39	clips/pa-051__crec__208.57.wav	sí	4.820	0.6750	-39.17	-27.41	-17.73	0.0438	0.1111	221.57	130.24	1163.47	1678.28	9	0.040	81	descriptor orientatiu; no és anotació fonètica
crec	pa-056	347.05-353.03	clips/pa-056__crec__347.05.wav	sí	5.980	0.4664	-65.59	-40.15	-19.52	0.0376	0.1628	273.02	141.35	1517.83	2239.17	12	0.080	70	descriptor orientatiu; no és anotació fonètica
crec	pa-058	6.69-12.71	clips/pa-058__crec__6.69.wav	no	6.020	0.6133	-67.30	-29.88	-21.51	0.0329	0.2053	266.62	40.47	946.22	2650.64	15	0.080	93	descriptor orientatiu; no és anotació fonètica
crec	pa-060	42.05-50.19	clips/pa-060__crec__42.05.wav	sí	8.140	0.6281	-59.42	-29.80	-21.72	0.0391	0.1596	142.17	136.74	894.41	2239.89	17	0.060	127	descriptor orientatiu; no és anotació fonètica
crec	pa-061	428.85-435.63	clips/pa-061__crec__428.85.wav	sí	6.780	0.6095	-45.90	-30.51	-22.31	0.0402	0.2302	248.98	112.56	1470.60	2404.00	23	0.060	101	descriptor orientatiu; no és anotació fonètica
crec	pa-062	1037.89-1041.47	clips/pa-062__crec__1037.89.wav	sí	3.580	0.5000	-54.11	-34.99	-23.22	0.0288	0.1205	171.10	30.76	1036.54	1913.52	9	0.080	44	descriptor orientatiu; no és anotació fonètica
crec	pa-063	758.81-763.23	clips/pa-063__crec__758.81.wav	sí	4.420	0.4818	-49.69	-35.40	-26.77	0.0280	0.1230	193.83	27.53	1030.96	1821.40	16	0.080	53	descriptor orientatiu; no és anotació fonètica
crec	pa-064	1335.77-1345.39	clips/pa-064__crec__1335.77.wav	sí	9.620	0.3792	-55.09	-44.39	-22.42	0.0376	0.1973	286.12	64.00	1490.56	2423.39	14	0.160	91	descriptor orientatiu; no és anotació fonètica
crec	pa-065	1276.85-1281.67	clips/pa-065__crec__1276.85.wav	sí	4.820	0.3833	-44.19	-36.97	-23.32	0.0469	0.1582	205.10	92.64	1232.34	1880.05	11	0.100	44	descriptor orientatiu; no és anotació fonètica
crec	pa-066	219.63-227.13	clips/pa-066__crec__219.63.wav	sí	7.500	0.7781	-51.72	-24.18	-16.82	0.0396	0.2363	249.22	89.18	1119.49	2951.71	14	0.080	144	descriptor orientatiu; no és anotació fonètica
bueno	pa-001	207.01-212.99	clips/pa-001__bueno__207.01.wav	no	5.980	0.6208	-53.66	-27.13	-19.69	0.0329	0.2351	221.48	35.82	894.69	2398.99	15	0.060	93	descriptor orientatiu; no és anotació fonètica
bueno	pa-002	433.25-440.75	clips/pa-002__bueno__433.25.wav	no	7.500	0.2647	-63.56	-60.06	-25.61	0.0391	0.2166	247.86	111.41	1954.09	2614.19	8	0.060	49	descriptor orientatiu; no és anotació fonètica
bueno	pa-003	227.05-235.71	clips/pa-003__bueno__227.05.wav	sí	8.660	0.6759	-44.12	-27.22	-19.53	0.0407	0.3277	310.89	38.93	1177.43	3302.21	21	0.070	148	descriptor orientatiu; no és anotació fonètica
bueno	pa-007	475.25-480.75	clips/pa-007__bueno__475.25.wav	no	5.500	0.5219	-62.74	-34.20	-20.74	0.0376	0.3283	231.18	119.79	1487.20	3430.28	13	0.050	73	descriptor orientatiu; no és anotació fonètica
bueno	pa-008	969.25-973.75	clips/pa-008__bueno__969.25.wav	no	4.500	0.1250	-49.76	-38.72	-34.30	0.0297	0.3138	131.31	13.87	1388.34	3249.64	7	0.400	14	descriptor orientatiu; no és anotació fonètica
bueno	pa-016	93.17-100.83	clips/pa-016__bueno__93.17.wav	no	7.660	0.3717	-56.39	-40.06	-26.30	0.0407	0.2415	280.25	42.72	1757.40	2809.01	18	0.100	69	descriptor orientatiu; no és anotació fonètica
bueno	pa-017	823.25-829.75	clips/pa-017__bueno__823.25.wav	no	6.500	0.6975	-49.57	-28.60	-22.16	0.0376	0.1643	212.31	138.52	911.37	2159.25	25	0.060	114	descriptor orientatiu; no és anotació fonètica
bueno	pa-018	23.21-28.91	clips/pa-018__bueno__23.21.wav	no	5.700	0.5211	-58.32	-34.42	-21.18	0.0380	0.3983	275.44	86.21	1097.16	3825.06	18	0.120	74	descriptor orientatiu; no és anotació fonètica
bueno	pa-019	328.25-333.75	clips/pa-019__bueno__328.25.wav	sí	5.500	0.4672	-60.09	-37.31	-18.82	0.0407	0.2014	276.21	187.19	1219.26	2384.63	9	0.060	63	descriptor orientatiu; no és anotació fonètica
bueno	pa-020	13.57-19.47	clips/pa-020__bueno__13.57.wav	no	5.900	0.7449	-49.57	-29.33	-20.11	0.0329	0.1676	184.46	47.18	850.72	2133.20	12	0.080	109	descriptor orientatiu; no és anotació fonètica
bueno	pa-021	12.25-16.87	clips/pa-021__bueno__12.25.wav	sí	4.620	0.5870	-58.95	-31.19	-23.50	0.0423	0.1596	235.82	119.20	1086.43	2228.05	9	0.050	67	descriptor orientatiu; no és anotació fonètica
bueno	pa-022	122.85-126.95	clips/pa-022__bueno__122.85.wav	no	4.100	0.6029	-53.60	-31.81	-22.54	0.0365	0.2056	155.35	143.93	1041.36	2236.48	12	0.080	60	descriptor orientatiu; no és anotació fonètica
bueno	pa-023	96.81-100.35	clips/pa-023__bueno__96.81.wav	sí	3.540	0.5511	-54.97	-31.69	-20.33	0.0391	0.2480	141.18	81.90	1085.85	2733.94	4	0.100	49	descriptor orientatiu; no és anotació fonètica
bueno	pa-024	147.29-152.07	clips/pa-024__bueno__147.29.wav	no	4.780	0.6176	-52.93	-31.87	-21.62	0.0344	0.2247	294.47	40.50	1018.14	2530.01	10	0.040	74	descriptor orientatiu; no és anotació fonètica
bueno	pa-025	909.25-914.07	clips/pa-025__bueno__909.25.wav	no	4.820	0.6000	-51.29	-31.35	-22.23	0.0313	0.2351	224.11	119.40	938.16	2640.82	10	0.100	72	descriptor orientatiu; no és anotació fonètica
bueno	pa-026	194.89-200.75	clips/pa-026__bueno__194.89.wav	no	5.860	0.5171	-60.12	-33.08	-23.57	0.0391	0.1892	241.12	199.39	1040.80	2255.20	8	0.060	74	descriptor orientatiu; no és anotació fonètica
bueno	pa-027	35.13-40.47	clips/pa-027__bueno__35.13.wav	no	5.340	0.5789	-51.38	-32.08	-21.50	0.0360	0.2089	215.78	179.65	946.19	2128.93	16	0.100	77	descriptor orientatiu; no és anotació fonètica
bueno	pa-028	28.37-32.59	clips/pa-028__bueno__28.37.wav	no	4.220	0.4571	-57.74	-37.14	-19.29	0.0203	0.1723	143.34	19.99	1409.23	2170.79	4	0.160	48	descriptor orientatiu; no és anotació fonètica
bueno	pa-029	720.69-724.19	clips/pa-029__bueno__720.69.wav	no	3.500	0.3966	-45.93	-35.89	-27.71	0.0469	0.1665	227.76	166.45	980.98	2162.96	15	0.100	34	descriptor orientatiu; no és anotació fonètica
bueno	pa-030	459.05-463.07	clips/pa-030__bueno__459.05.wav	sí	4.020	0.3550	-53.21	-38.44	-27.91	0.0344	0.1603	135.58	94.41	1126.45	2087.82	12	0.080	35	descriptor orientatiu; no és anotació fonètica
bueno	pa-031	111.73-115.67	clips/pa-031__bueno__111.73.wav	no	3.940	0.7704	-40.54	-28.58	-21.23	0.0290	0.3412	136.66	139.23	950.60	3195.41	11	0.070	77	descriptor orientatiu; no és anotació fonètica
bueno	pa-032	44.73-50.63	clips/pa-032__bueno__44.73.wav	sí	5.900	0.4490	-62.74	-36.98	-25.47	0.0282	0.1815	214.60	29.55	938.40	2372.46	16	0.080	65	descriptor orientatiu; no és anotació fonètica
bueno	pa-034	33.81-39.07	clips/pa-034__bueno__33.81.wav	no	5.260	0.5687	-50.22	-32.79	-24.28	0.0329	0.2095	199.71	114.35	875.58	2471.27	15	0.120	74	descriptor orientatiu; no és anotació fonètica
bueno	pa-035	195.49-202.11	clips/pa-035__bueno__195.49.wav	no	6.620	0.4121	-68.52	-39.77	-22.66	0.0219	0.1631	141.01	39.25	1357.94	2259.92	11	0.150	67	descriptor orientatiu; no és anotació fonètica
bueno	pa-036	76.25-84.15	clips/pa-036__bueno__76.25.wav	no	7.900	0.7437	-47.57	-28.56	-20.94	0.0344	0.1643	260.70	131.84	1038.04	2226.20	24	0.060	147	descriptor orientatiu; no és anotació fonètica
bueno	pa-037	105.29-124.79	clips/pa-037__bueno__105.29.wav	sí	19.500	0.4795	-64.36	-35.59	-23.09	0.0255	0.1628	232.63	147.67	1094.50	2225.80	44	0.080	229	descriptor orientatiu; no és anotació fonètica
bueno	pa-038	874.61-878.11	clips/pa-038__bueno__874.61.wav	sí	3.500	0.5575	-56.90	-32.28	-18.84	0.0380	0.2202	213.88	76.25	1335.91	2391.67	6	0.200	49	descriptor orientatiu; no és anotació fonètica
bueno	pa-039	530.89-537.23	clips/pa-039__bueno__530.89.wav	no	6.340	0.5791	-58.37	-32.45	-21.62	0.0540	0.2183	157.73	47.22	1346.40	2665.08	15	0.100	90	descriptor orientatiu; no és anotació fonètica
bueno	pa-041	165.25-173.75	clips/pa-041__bueno__165.25.wav	sí	8.500	0.5307	-50.31	-33.97	-23.92	0.0412	0.1200	266.31	133.57	1032.83	1622.01	26	0.060	111	descriptor orientatiu; no és anotació fonètica
bueno	pa-043	0.00-3.75	clips/pa-043__bueno__0.00.wav	sí	3.750	0.6935	-56.03	-27.54	-21.74	0.0501	0.2496	223.01	75.90	1287.74	2728.72	5	0.070	66	descriptor orientatiu; no és anotació fonètica
bueno	pa-045	261.05-270.91	clips/pa-045__bueno__261.05.wav	no	9.860	0.4207	-49.64	-38.07	-25.86	0.0360	0.2704	254.27	96.46	1472.02	2933.01	14	0.200	101	descriptor orientatiu; no és anotació fonètica
bueno	pa-046	128.01-131.51	clips/pa-046__bueno__128.01.wav	no	3.500	0.6034	-48.26	-32.64	-22.56	0.0333	0.1781	224.46	70.63	1088.54	2306.50	10	0.080	52	descriptor orientatiu; no és anotació fonètica
bueno	pa-048	227.17-233.03	clips/pa-048__bueno__227.17.wav	no	5.860	0.5582	-49.33	-33.76	-23.17	0.0438	0.1330	231.76	84.09	1105.02	1893.58	18	0.080	83	descriptor orientatiu; no és anotació fonètica
bueno	pa-049	269.05-275.83	clips/pa-049__bueno__269.05.wav	sí	6.780	0.6864	-40.95	-27.38	-21.39	0.0512	0.2720	193.55	83.54	1446.33	2650.75	12	0.060	115	descriptor orientatiu; no és anotació fonètica
bueno	pa-051	41.97-47.43	clips/pa-051__bueno__41.97.wav	no	5.460	0.5993	-43.43	-30.55	-21.67	0.0360	0.1393	278.62	122.62	892.54	1784.09	12	0.080	84	descriptor orientatiu; no és anotació fonètica
bueno	pa-052	41.97-47.23	clips/pa-052__bueno__41.97.wav	sí	5.260	0.8740	-35.25	-27.43	-14.04	0.0408	0.1219	217.04	106.25	1023.15	1835.02	2	0.020	114	descriptor orientatiu; no és anotació fonètica
bueno	pa-054	51.69-55.75	clips/pa-054__bueno__51.69.wav	sí	4.060	0.6139	-41.20	-27.56	-17.35	0.0407	0.1595	175.20	166.20	1192.88	2203.51	5	0.070	62	descriptor orientatiu; no és anotació fonètica
bueno	pa-055	194.93-200.67	clips/pa-055__bueno__194.93.wav	no	5.740	0.5210	-60.24	-33.43	-23.68	0.0376	0.1870	241.67	203.94	1001.83	2274.97	7	0.060	73	descriptor orientatiu; no és anotació fonètica
bueno	pa-056	458.97-462.83	clips/pa-056__bueno__458.97.wav	no	3.860	0.3333	-53.41	-38.76	-28.59	0.0315	0.1610	125.02	95.92	1163.77	2095.36	14	0.080	31	descriptor orientatiu; no és anotació fonètica
bueno	pa-057	1128.89-1136.35	clips/pa-057__bueno__1128.89.wav	no	7.460	0.4382	-48.16	-36.79	-23.88	0.0376	0.2628	227.84	186.11	1131.19	2774.75	19	0.090	84	descriptor orientatiu; no és anotació fonètica
bueno	pa-058	23.17-28.91	clips/pa-058__bueno__23.17.wav	no	5.740	0.5105	-58.60	-34.36	-21.20	0.0376	0.3873	276.77	88.76	1103.04	3719.53	18	0.120	74	descriptor orientatiu; no és anotació fonètica
bueno	pa-059	166.17-173.63	clips/pa-059__bueno__166.17.wav	sí	7.460	0.5000	-65.95	-35.02	-23.69	0.0423	0.1950	291.08	145.46	1181.05	2277.05	16	0.100	94	descriptor orientatiu; no és anotació fonètica
bueno	pa-060	150.05-157.07	clips/pa-060__bueno__150.05.wav	no	7.020	0.6171	-60.97	-30.21	-21.43	0.0407	0.1598	137.14	90.66	941.02	2218.99	15	0.080	110	descriptor orientatiu; no és anotació fonètica
bueno	pa-061	171.05-174.55	clips/pa-061__bueno__171.05.wav	sí	3.500	0.3506	-46.08	-37.70	-24.15	0.0552	0.1905	215.96	116.04	1636.42	2086.64	9	0.030	29	descriptor orientatiu; no és anotació fonètica
bueno	pa-062	297.17-302.03	clips/pa-062__bueno__297.17.wav	sí	4.860	0.6653	-49.38	-30.95	-22.07	0.0344	0.1294	295.70	166.44	896.76	1732.46	17	0.080	81	descriptor orientatiu; no és anotació fonètica
bueno	pa-063	801.17-804.67	clips/pa-063__bueno__801.17.wav	no	3.500	0.7586	-48.07	-29.01	-23.30	0.0360	0.2347	185.34	40.69	1030.12	2964.09	11	0.070	69	descriptor orientatiu; no és anotació fonètica
bueno	pa-065	1389.05-1393.75	clips/pa-065__bueno__1389.05.wav	sí	4.700	0.7393	-38.98	-30.23	-23.47	0.0380	0.1211	193.78	56.62	1086.88	1551.36	9	0.140	88	descriptor orientatiu; no és anotació fonètica
bueno	pa-066	357.23-362.57	clips/pa-066__bueno__357.23.wav	sí	5.340	0.5865	-51.78	-33.43	-23.85	0.0360	0.2762	245.16	97.19	1117.50	2789.20	17	0.080	80	descriptor orientatiu; no és anotació fonètica
clar	pa-001	129.77-134.51	clips/pa-001__clar__129.77.wav	no	4.740	0.6186	-46.21	-31.70	-24.01	0.0297	0.2433	189.73	111.27	967.67	2437.41	15	0.070	73	descriptor orientatiu; no és anotació fonètica
clar	pa-002	186.25-190.75	clips/pa-002__clar__186.25.wav	sí	4.500	0.1473	-59.59	-43.34	-33.32	0.0469	0.1634	324.19	92.68	1129.53	2181.36	8	0.280	16	descriptor orientatiu; no és anotació fonètica
clar	pa-003	451.89-459.15	clips/pa-003__clar__451.89.wav	sí	7.260	0.5497	-46.45	-32.54	-18.60	0.0440	0.3549	233.86	137.59	1705.94	3636.82	15	0.090	102	descriptor orientatiu; no és anotació fonètica
clar	pa-005	155.93-159.99	clips/pa-005__clar__155.93.wav	no	4.060	0.0297	-74.10	-48.85	-37.90	0.0563	0.2410	222.18	14.62	1593.06	2822.40	3	0.730	3	descriptor orientatiu; no és anotació fonètica
clar	pa-006	379.25-383.75	clips/pa-006__clar__379.25.wav	sí	4.500	0.4911	-58.54	-35.18	-27.31	0.0219	0.1180	194.41	144.31	825.98	2201.16	10	0.080	55	descriptor orientatiu; no és anotació fonètica
clar	pa-007	344.25-349.75	clips/pa-007__clar__344.25.wav	sí	5.500	0.5292	-61.90	-32.48	-17.36	0.0443	0.2271	269.48	136.02	1453.08	2759.07	11	0.260	71	descriptor orientatiu; no és anotació fonètica
clar	pa-008	841.25-846.75	clips/pa-008__clar__841.25.wav	sí	5.500	0.5328	-55.96	-34.65	-27.13	0.0360	0.3487	174.34	66.25	1280.12	3592.20	22	0.060	72	descriptor orientatiu; no és anotació fonètica
clar	pa-009	99.25-105.75	clips/pa-009__clar__99.25.wav	sí	6.500	0.5154	-54.25	-34.53	-26.18	0.0443	0.3249	209.19	58.10	1370.37	3006.24	19	0.090	86	descriptor orientatiu; no és anotació fonètica
clar	pa-010	334.85-339.35	clips/pa-010__clar__334.85.wav	sí	4.500	0.5580	-95.40	-32.37	-22.56	0.0000	0.3648	118.85	143.31	1127.48	3749.80	8	0.060	63	descriptor orientatiu; no és anotació fonètica
clar	pa-014	978.45-982.95	clips/pa-014__clar__978.45.wav	sí	4.500	0.5536	-58.26	-33.34	-25.43	0.0203	0.2160	111.33	18.51	986.46	1941.21	12	0.060	64	descriptor orientatiu; no és anotació fonètica
clar	pa-016	175.69-180.35	clips/pa-016__clar__175.69.wav	sí	4.660	0.5862	-55.92	-30.08	-18.87	0.0391	0.1768	311.94	56.04	1085.13	2278.71	8	0.080	69	descriptor orientatiu; no és anotació fonètica
clar	pa-017	34.45-42.35	clips/pa-017__clar__34.45.wav	sí	7.900	0.5584	-55.59	-31.83	-22.64	0.0360	0.3089	211.76	124.90	1043.58	2997.75	22	0.080	108	descriptor orientatiu; no és anotació fonètica
clar	pa-018	112.73-117.35	clips/pa-018__clar__112.73.wav	no	4.620	0.4652	-64.76	-37.27	-23.21	0.0498	0.2890	275.74	107.20	1023.05	3111.49	9	0.090	52	descriptor orientatiu; no és anotació fonètica
clar	pa-019	415.25-419.75	clips/pa-019__clar__415.25.wav	sí	4.500	0.5268	-48.98	-33.16	-19.35	0.0459	0.2360	259.92	138.50	1208.43	2495.62	12	0.060	59	descriptor orientatiu; no és anotació fonètica
clar	pa-020	89.81-94.31	clips/pa-020__clar__89.81.wav	sí	4.500	0.4152	-62.46	-37.41	-24.07	0.0360	0.1393	201.97	108.39	1283.85	2144.99	14	0.060	50	descriptor orientatiu; no és anotació fonètica
clar	pa-021	125.89-131.23	clips/pa-021__clar__125.89.wav	no	5.340	0.6090	-54.36	-32.63	-24.84	0.0469	0.1721	140.30	104.40	1074.86	2107.39	12	0.060	81	descriptor orientatiu; no és anotació fonètica
clar	pa-022	107.73-113.11	clips/pa-022__clar__107.73.wav	sí	5.380	0.5336	-64.97	-33.12	-22.21	0.0387	0.1815	237.39	161.06	1295.37	2248.38	9	0.080	71	descriptor orientatiu; no és anotació fonètica
clar	pa-024	648.09-656.83	clips/pa-024__clar__648.09.wav	sí	8.740	0.3326	-67.34	-40.35	-28.60	0.0454	0.1690	330.49	54.67	1039.56	2113.85	20	0.160	72	descriptor orientatiu; no és anotació fonètica
clar	pa-025	116.09-119.95	clips/pa-025__clar__116.09.wav	sí	3.860	0.5417	-60.64	-34.21	-21.44	0.0344	0.1501	248.30	186.57	989.68	2107.71	10	0.060	51	descriptor orientatiu; no és anotació fonètica
clar	pa-026	6.33-9.67	clips/pa-026__clar__6.33.wav	no	3.340	0.3916	-55.27	-39.35	-23.77	0.0360	0.2629	275.46	106.45	1402.44	2595.36	8	0.100	32	descriptor orientatiu; no és anotació fonètica
clar	pa-027	35.13-40.47	clips/pa-027__clar__35.13.wav	sí	5.340	0.5789	-51.38	-32.08	-21.50	0.0360	0.2089	215.78	179.65	946.19	2128.93	16	0.100	77	descriptor orientatiu; no és anotació fonètica
clar	pa-028	290.33-295.15	clips/pa-028__clar__290.33.wav	sí	4.820	0.5792	-61.41	-33.19	-20.34	0.0172	0.1523	128.15	27.33	1006.32	2157.41	13	0.070	71	descriptor orientatiu; no és anotació fonètica
clar	pa-029	358.61-362.11	clips/pa-029__clar__358.61.wav	no	3.500	0.6207	-41.37	-32.46	-22.39	0.0333	0.2998	220.03	201.75	908.63	2689.01	13	0.040	54	descriptor orientatiu; no és anotació fonètica
clar	pa-030	61.89-66.83	clips/pa-030__clar__61.89.wav	no	4.940	0.6992	-54.83	-30.03	-23.49	0.0313	0.1330	138.07	142.81	975.37	1847.84	13	0.050	85	descriptor orientatiu; no és anotació fonètica
clar	pa-031	154.57-158.95	clips/pa-031__clar__154.57.wav	sí	4.380	0.7018	-45.22	-30.29	-23.26	0.0282	0.2604	114.80	41.25	806.64	2870.54	14	0.100	75	descriptor orientatiu; no és anotació fonètica
clar	pa-032	155.33-162.15	clips/pa-032__clar__155.33.wav	sí	6.820	0.5941	-57.72	-31.19	-20.80	0.0282	0.1490	229.57	76.99	779.36	2073.40	17	0.060	101	descriptor orientatiu; no és anotació fonètica
clar	pa-033	54.49-57.67	clips/pa-033__clar__54.49.wav	sí	3.180	0.5316	-63.19	-33.02	-20.18	0.0418	0.1930	293.67	148.01	1173.59	2429.85	10	0.060	41	descriptor orientatiu; no és anotació fonètica
clar	pa-034	55.05-59.71	clips/pa-034__clar__55.05.wav	no	4.660	0.5733	-49.39	-32.41	-21.83	0.0485	0.3031	162.15	44.79	1050.43	3326.46	15	0.100	64	descriptor orientatiu; no és anotació fonètica
clar	pa-035	223.61-233.59	clips/pa-035__clar__223.61.wav	no	9.980	0.4558	-63.84	-36.68	-23.67	0.0214	0.3022	138.08	88.04	1234.20	3163.47	20	0.100	113	descriptor orientatiu; no és anotació fonètica
clar	pa-036	136.45-147.15	clips/pa-036__clar__136.45.wav	sí	10.700	0.6948	-48.78	-28.88	-23.06	0.0376	0.2285	274.88	138.07	1071.23	2661.51	22	0.100	184	descriptor orientatiu; no és anotació fonètica
clar	pa-037	186.29-198.91	clips/pa-037__clar__186.29.wav	sí	12.620	0.3873	-60.94	-39.23	-24.59	0.0329	0.1786	145.04	154.08	1255.14	2298.37	27	0.090	123	descriptor orientatiu; no és anotació fonètica
clar	pa-038	96.41-101.31	clips/pa-038__clar__96.41.wav	sí	4.900	0.5451	-61.61	-33.96	-21.25	0.0360	0.1811	208.38	53.16	1186.98	2188.94	12	0.100	66	descriptor orientatiu; no és anotació fonètica
clar	pa-039	45.29-49.71	clips/pa-039__clar__45.29.wav	no	4.420	0.6864	-56.06	-30.44	-19.64	0.0469	0.2067	192.01	79.19	1337.01	2458.47	12	0.060	77	descriptor orientatiu; no és anotació fonètica
clar	pa-041	0.00-10.75	clips/pa-041__clar__0.00.wav	sí	10.750	0.5243	-51.32	-33.96	-26.57	0.0423	0.2066	287.66	113.38	1002.31	2465.65	24	0.080	140	descriptor orientatiu; no és anotació fonètica
clar	pa-042	101.97-106.63	clips/pa-042__clar__101.97.wav	no	4.660	0.7112	-43.41	-26.31	-19.06	0.0582	0.2743	225.92	137.21	1463.57	2795.23	12	0.080	84	descriptor orientatiu; no és anotació fonètica
clar	pa-045	399.85-405.95	clips/pa-045__clar__399.85.wav	sí	6.100	0.3257	-51.70	-41.24	-26.86	0.0516	0.2479	310.18	81.42	1552.50	2637.71	13	0.160	49	descriptor orientatiu; no és anotació fonètica
clar	pa-046	172.53-177.71	clips/pa-046__clar__172.53.wav	no	5.180	0.3837	-53.03	-38.95	-26.29	0.0266	0.3721	145.34	54.54	1649.50	3637.61	15	0.070	53	descriptor orientatiu; no és anotació fonètica
clar	pa-048	389.65-392.15	clips/pa-048__clar__389.65.wav	no	2.500	0.5161	-52.16	-34.56	-23.83	0.0631	0.1451	180.57	55.84	1310.15	1854.56	11	0.060	33	descriptor orientatiu; no és anotació fonètica
clar	pa-049	382.01-390.11	clips/pa-049__clar__382.01.wav	sí	8.100	0.5223	-56.64	-34.08	-22.39	0.0469	0.3502	207.03	117.81	1513.87	3319.20	18	0.080	104	descriptor orientatiu; no és anotació fonètica
clar	pa-051	161.85-167.07	clips/pa-051__clar__161.85.wav	sí	5.220	0.6269	-44.57	-28.22	-17.43	0.0532	0.1599	197.87	140.69	1380.87	2015.30	12	0.080	81	descriptor orientatiu; no és anotació fonètica
clar	pa-052	59.97-64.67	clips/pa-052__clar__59.97.wav	sí	4.700	0.7393	-40.80	-28.27	-15.43	0.0318	0.1247	189.34	38.91	1068.83	2021.37	5	0.060	86	descriptor orientatiu; no és anotació fonètica
clar	pa-055	6.29-9.67	clips/pa-055__clar__6.29.wav	no	3.380	0.4107	-54.80	-38.86	-23.44	0.0360	0.2556	276.55	99.40	1483.69	2574.18	8	0.100	35	descriptor orientatiu; no és anotació fonètica
clar	pa-056	62.45-66.87	clips/pa-056__clar__62.45.wav	sí	4.420	0.7364	-54.80	-28.97	-23.10	0.0329	0.1382	140.81	154.96	965.97	1866.93	10	0.040	82	descriptor orientatiu; no és anotació fonètica
clar	pa-057	357.57-364.07	clips/pa-057__clar__357.57.wav	no	6.500	0.4475	-55.61	-36.29	-23.73	0.0391	0.2928	258.69	166.99	1215.22	2993.47	17	0.070	71	descriptor orientatiu; no és anotació fonètica
clar	pa-058	112.81-117.27	clips/pa-058__clar__112.81.wav	no	4.460	0.4730	-64.68	-37.76	-23.09	0.0518	0.2875	252.54	123.23	1016.91	3065.77	9	0.090	54	descriptor orientatiu; no és anotació fonètica
clar	pa-059	36.61-42.23	clips/pa-059__clar__36.61.wav	sí	5.620	0.5714	-54.44	-31.47	-22.49	0.0344	0.2474	221.17	121.41	983.85	2594.75	14	0.080	78	descriptor orientatiu; no és anotació fonètica
clar	pa-061	376.69-382.19	clips/pa-061__clar__376.69.wav	no	5.500	0.8394	-37.16	-30.32	-22.12	0.0908	0.4086	220.53	160.55	1849.81	2772.58	7	0.070	114	descriptor orientatiu; no és anotació fonètica
clar	pa-062	202.37-208.31	clips/pa-062__clar__202.37.wav	no	5.940	0.5811	-49.32	-32.57	-24.15	0.0329	0.1025	258.11	156.11	873.95	1671.19	16	0.080	85	descriptor orientatiu; no és anotació fonètica
clar	pa-063	392.49-397.11	clips/pa-063__clar__392.49.wav	sí	4.620	0.6217	-41.08	-30.52	-21.96	0.0421	0.1488	194.49	31.77	1110.81	1967.92	16	0.060	71	descriptor orientatiu; no és anotació fonètica
clar	pa-064	109.97-115.87	clips/pa-064__clar__109.97.wav	sí	5.900	0.4966	-61.63	-35.46	-22.05	0.0344	0.2410	266.51	146.88	1168.38	2691.86	10	0.120	73	descriptor orientatiu; no és anotació fonètica
clar	pa-065	221.29-226.15	clips/pa-065__clar__221.29.wav	sí	4.860	0.4339	-64.50	-40.23	-26.69	0.0330	0.1581	237.63	139.14	993.92	2138.18	10	0.100	52	descriptor orientatiu; no és anotació fonètica
vull dir	pa-001	621.37-625.39	clips/pa-001__vull-dir__621.37.wav	no	4.020	0.6600	-48.67	-30.69	-24.70	0.0266	0.2224	194.70	30.15	823.71	2367.70	12	0.060	66	descriptor orientatiu; no és anotació fonètica
vull dir	pa-002	172.25-176.75	clips/pa-002__vull-dir__172.25.wav	no	4.500	0.0893	-58.75	-44.87	-35.84	0.0469	0.2050	213.34	194.59	1462.45	2460.04	6	0.140	9	descriptor orientatiu; no és anotació fonètica
vull dir	pa-004	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	sí	7.140	0.0815	-71.45	-44.35	-35.22	0.0203	0.3498	138.43	7.55	1149.70	3171.15	10	0.120	14	descriptor orientatiu; no és anotació fonètica
