forma	id_persona	interval_escolta	clip	forma_en_qa	durada_s	veu_proporcio	rms_p10_db	rms_p50_db	rms_p90_db	zcr_p10	zcr_p90	f0_median_hz	f0_iqr_hz	centroid_median_hz	centroid_p90_hz	segments_veu	pausa_mediana_s	mostres_f0	nota
perquè	pa-031	32.69-37.47	clips/pa-031__perqu__32.69.wav	sí	4.780	0.6008	-56.44	-31.72	-24.84	0.0266	0.1997	124.38	68.98	873.77	2398.86	14	0.100	71	descriptor orientatiu; no és anotació fonètica
perquè	pa-032	9.21-15.07	clips/pa-032__perqu__9.21.wav	sí	5.860	0.4932	-62.48	-35.67	-20.29	0.0469	0.1737	219.25	33.42	1009.15	2303.96	9	0.090	72	descriptor orientatiu; no és anotació fonètica
perquè	pa-033	18.89-23.43	clips/pa-033__perqu__18.89.wav	sí	4.540	0.5796	-54.45	-31.48	-22.07	0.0438	0.2308	156.36	182.64	1016.13	2641.08	18	0.060	67	descriptor orientatiu; no és anotació fonètica
perquè	pa-034	51.85-56.47	clips/pa-034__perqu__51.85.wav	no	4.620	0.5957	-51.08	-30.44	-20.65	0.0405	0.2421	196.06	100.23	1036.44	2839.66	16	0.080	68	descriptor orientatiu; no és anotació fonètica
perquè	pa-035	181.13-186.35	clips/pa-035__perqu__181.13.wav	sí	5.220	0.4538	-69.82	-37.01	-23.61	0.0250	0.1585	130.79	26.76	1437.93	2198.79	8	0.100	59	descriptor orientatiu; no és anotació fonètica
perquè	pa-036	15.65-20.75	clips/pa-036__perqu__15.65.wav	sí	5.100	0.7795	-45.47	-28.35	-22.78	0.0360	0.1330	274.47	90.90	937.46	1908.61	13	0.060	99	descriptor orientatiu; no és anotació fonètica
perquè	pa-037	186.29-198.91	clips/pa-037__perqu__186.29.wav	sí	12.620	0.3873	-60.94	-39.23	-24.59	0.0329	0.1786	145.04	154.08	1255.14	2298.37	27	0.090	123	descriptor orientatiu; no és anotació fonètica
perquè	pa-038	279.13-283.51	clips/pa-038__perqu__279.13.wav	sí	4.380	0.5000	-62.82	-35.50	-25.33	0.0407	0.1570	204.86	65.32	1225.88	2130.01	10	0.060	56	descriptor orientatiu; no és anotació fonètica
perquè	pa-039	18.09-21.31	clips/pa-039__perqu__18.09.wav	sí	3.220	0.4875	-61.21	-35.54	-22.40	0.0548	0.3889	147.39	34.90	1804.06	3516.20	7	0.120	39	descriptor orientatiu; no és anotació fonètica
perquè	pa-040	25.21-30.07	clips/pa-040__perqu__25.21.wav	sí	4.860	0.5826	-45.21	-33.15	-24.32	0.0360	0.2878	200.79	102.10	988.33	3179.22	19	0.050	69	descriptor orientatiu; no és anotació fonètica
perquè	pa-041	69.25-76.75	clips/pa-041__perqu__69.25.wav	sí	7.500	0.5642	-49.61	-33.25	-22.24	0.0474	0.1091	296.07	59.59	1044.21	1499.29	22	0.060	103	descriptor orientatiu; no és anotació fonètica
perquè	pa-042	29.13-33.43	clips/pa-042__perqu__29.13.wav	sí	4.300	0.6075	-44.07	-29.27	-17.68	0.0610	0.2552	253.02	55.03	1496.88	2484.07	12	0.080	65	descriptor orientatiu; no és anotació fonètica
perquè	pa-045	175.33-183.63	clips/pa-045__perqu__175.33.wav	sí	8.300	0.3164	-57.87	-49.05	-24.55	0.0459	0.1837	272.44	66.52	1738.88	2316.49	15	0.100	67	descriptor orientatiu; no és anotació fonètica
perquè	pa-046	140.85-146.79	clips/pa-046__perqu__140.85.wav	no	5.940	0.4561	-50.65	-36.73	-24.97	0.0391	0.1847	215.24	159.80	1486.40	2550.66	10	0.100	68	descriptor orientatiu; no és anotació fonètica
perquè	pa-048	186.93-191.19	clips/pa-048__perqu__186.93.wav	no	4.260	0.6698	-46.28	-30.76	-25.42	0.0423	0.1405	210.35	69.42	1087.92	2040.31	11	0.100	69	descriptor orientatiu; no és anotació fonètica
perquè	pa-049	68.85-75.71	clips/pa-049__perqu__68.85.wav	sí	6.860	0.7018	-46.34	-28.83	-23.87	0.0469	0.2034	223.51	112.43	1186.82	2837.91	18	0.060	121	descriptor orientatiu; no és anotació fonètica
perquè	pa-051	123.85-128.35	clips/pa-051__perqu__123.85.wav	sí	4.500	0.6607	-46.39	-29.91	-21.87	0.0391	0.1310	259.46	170.54	968.39	1700.70	13	0.080	75	descriptor orientatiu; no és anotació fonètica
perquè	pa-052	92.65-96.47	clips/pa-052__perqu__92.65.wav	sí	3.820	0.7947	-36.51	-25.73	-18.34	0.0297	0.1017	172.10	21.49	852.93	1214.08	4	0.320	76	descriptor orientatiu; no és anotació fonètica
perquè	pa-053	113.93-120.79	clips/pa-053__perqu__113.93.wav	sí	6.860	0.7251	-39.26	-29.66	-19.98	0.0266	0.0903	112.46	107.75	964.31	1606.00	11	0.100	123	descriptor orientatiu; no és anotació fonètica
perquè	pa-054	80.45-85.43	clips/pa-054__perqu__80.45.wav	sí	4.980	0.6089	-40.54	-28.76	-18.04	0.0371	0.1516	200.81	121.13	1339.75	1985.14	8	0.060	75	descriptor orientatiu; no és anotació fonètica
perquè	pa-055	148.53-153.11	clips/pa-055__perqu__148.53.wav	sí	4.580	0.3509	-62.26	-42.68	-27.06	0.0407	0.2191	279.10	107.93	2013.82	2371.06	8	0.120	40	descriptor orientatiu; no és anotació fonètica
perquè	pa-056	31.73-35.07	clips/pa-056__perqu__31.73.wav	sí	3.340	0.5422	-57.93	-33.02	-22.44	0.0329	0.1643	135.56	132.11	1121.89	2189.45	8	0.040	45	descriptor orientatiu; no és anotació fonètica
perquè	pa-057	249.45-254.11	clips/pa-057__perqu__249.45.wav	sí	4.660	0.2414	-49.82	-40.38	-31.80	0.0548	0.3293	119.06	181.14	1584.57	3009.73	15	0.130	29	descriptor orientatiu; no és anotació fonètica
perquè	pa-058	91.09-96.47	clips/pa-058__perqu__91.09.wav	sí	5.380	0.5970	-60.60	-30.74	-20.43	0.0344	0.2128	263.29	52.72	870.10	2586.09	13	0.080	82	descriptor orientatiu; no és anotació fonètica
perquè	pa-059	4.09-12.43	clips/pa-059__perqu__4.09.wav	sí	8.340	0.4543	-76.14	-36.54	-25.13	0.0196	0.2363	179.83	128.64	1212.56	3163.67	20	0.100	95	descriptor orientatiu; no és anotació fonètica
perquè	pa-060	29.05-34.75	clips/pa-060__perqu__29.05.wav	sí	5.700	0.6655	-49.49	-29.20	-21.95	0.0376	0.3011	147.11	140.89	1001.62	2960.51	16	0.060	96	descriptor orientatiu; no és anotació fonètica
perquè	pa-061	117.17-123.75	clips/pa-061__perqu__117.17.wav	no	6.580	0.6250	-44.96	-31.75	-23.02	0.0501	0.3840	218.42	99.81	1757.27	3275.59	19	0.070	101	descriptor orientatiu; no és anotació fonètica
perquè	pa-062	73.97-78.19	clips/pa-062__perqu__73.97.wav	sí	4.220	0.6381	-49.46	-28.41	-24.45	0.0391	0.1473	147.23	131.85	1128.98	1618.97	6	0.060	67	descriptor orientatiu; no és anotació fonètica
perquè	pa-063	142.61-146.79	clips/pa-063__perqu__142.61.wav	sí	4.180	0.5144	-44.98	-34.24	-22.84	0.0449	0.2710	212.90	36.24	1390.26	2775.18	10	0.080	53	descriptor orientatiu; no és anotació fonètica
perquè	pa-064	27.57-33.27	clips/pa-064__perqu__27.57.wav	sí	5.700	0.5176	-59.53	-34.24	-22.96	0.0412	0.1972	215.05	120.18	1299.41	2188.11	16	0.120	73	descriptor orientatiu; no és anotació fonètica
perquè	pa-065	129.17-134.51	clips/pa-065__perqu__129.17.wav	sí	5.340	0.5113	-59.08	-34.51	-22.27	0.0266	0.3826	190.73	91.37	1160.12	3520.67	12	0.140	67	descriptor orientatiu; no és anotació fonètica
perquè	pa-066	21.81-26.71	clips/pa-066__perqu__21.81.wav	sí	4.900	0.7459	-46.02	-27.71	-19.21	0.0423	0.2875	278.78	51.82	1021.16	2897.11	15	0.050	89	descriptor orientatiu; no és anotació fonètica
a nivell	pa-001	135.37-139.03	clips/pa-001__a-nivell__135.37.wav	no	3.660	0.6813	-44.67	-28.50	-23.17	0.0250	0.2510	196.46	43.57	900.60	2434.67	11	0.040	63	descriptor orientatiu; no és anotació fonètica
a nivell	pa-002	714.25-724.75	clips/pa-002__a-nivell__714.25.wav	sí	10.500	0.5859	-57.30	-33.12	-19.59	0.0391	0.2394	283.90	130.92	1052.29	2730.21	25	0.060	153	descriptor orientatiu; no és anotació fonètica
a nivell	pa-003	180.17-188.79	clips/pa-003__a-nivell__180.17.wav	sí	8.620	0.6163	-45.45	-28.29	-16.29	0.0438	0.1817	235.94	120.43	1283.92	2340.27	15	0.110	134	descriptor orientatiu; no és anotació fonètica
a nivell	pa-016	333.81-340.39	clips/pa-016__a-nivell__333.81.wav	sí	6.580	0.5518	-55.60	-33.62	-22.34	0.0407	0.3947	296.65	48.58	1403.29	3644.30	16	0.060	90	descriptor orientatiu; no és anotació fonètica
a nivell	pa-017	143.25-149.75	clips/pa-017__a-nivell__143.25.wav	sí	6.500	0.5340	-59.38	-33.20	-19.78	0.0407	0.3825	264.24	119.16	1212.92	3643.18	17	0.100	85	descriptor orientatiu; no és anotació fonètica
a nivell	pa-018	188.45-191.87	clips/pa-018__a-nivell__188.45.wav	sí	3.420	0.7000	-53.96	-26.50	-20.09	0.0360	0.2191	265.01	34.49	813.54	2424.47	7	0.070	60	descriptor orientatiu; no és anotació fonètica
a nivell	pa-019	122.25-127.75	clips/pa-019__a-nivell__122.25.wav	sí	5.500	0.6168	-49.85	-30.18	-22.11	0.0349	0.3227	175.07	176.29	976.33	3131.48	11	0.060	85	descriptor orientatiu; no és anotació fonètica
a nivell	pa-020	409.37-414.43	clips/pa-020__a-nivell__409.37.wav	sí	5.060	0.4405	-63.59	-38.24	-25.07	0.0330	0.2408	181.15	54.78	1470.34	2622.73	12	0.100	55	descriptor orientatiu; no és anotació fonètica
a nivell	pa-023	418.57-422.99	clips/pa-023__a-nivell__418.57.wav	sí	4.420	0.6500	-59.32	-27.69	-19.28	0.0485	0.1757	139.59	26.68	1079.11	2273.60	9	0.080	72	descriptor orientatiu; no és anotació fonètica
a nivell	pa-024	1547.93-1552.91	clips/pa-024__a-nivell__1547.93.wav	sí	4.980	0.7581	-55.06	-27.53	-19.79	0.0407	0.1387	251.92	106.56	948.01	1727.56	10	0.060	93	descriptor orientatiu; no és anotació fonètica
a nivell	pa-026	38.25-41.75	clips/pa-026__a-nivell__38.25.wav	sí	3.500	0.4368	-61.01	-44.97	-21.51	0.0365	0.1983	273.89	48.77	1526.38	2285.08	2	0.540	38	descriptor orientatiu; no és anotació fonètica
a nivell	pa-029	417.09-421.47	clips/pa-029__a-nivell__417.09.wav	sí	4.380	0.7798	-40.96	-28.02	-17.55	0.0485	0.2227	218.99	164.59	1010.79	2489.96	11	0.020	84	descriptor orientatiu; no és anotació fonètica
a nivell	pa-033	6.61-10.79	clips/pa-033__a-nivell__6.61.wav	no	4.180	0.6587	-48.79	-30.11	-21.80	0.0402	0.2994	273.19	200.42	964.00	2914.43	15	0.060	66	descriptor orientatiu; no és anotació fonètica
a nivell	pa-034	143.81-148.91	clips/pa-034__a-nivell__143.81.wav	sí	5.100	0.6496	-47.59	-28.84	-21.33	0.0344	0.2862	189.48	132.68	919.21	2939.02	14	0.120	83	descriptor orientatiu; no és anotació fonètica
a nivell	pa-036	386.45-395.95	clips/pa-036__a-nivell__386.45.wav	sí	9.500	0.7046	-48.53	-28.95	-22.15	0.0380	0.2155	261.35	157.04	1054.11	2520.73	23	0.060	169	descriptor orientatiu; no és anotació fonètica
a nivell	pa-038	455.49-460.15	clips/pa-038__a-nivell__455.49.wav	sí	4.660	0.5776	-62.02	-32.58	-24.26	0.0438	0.2191	202.43	61.67	1191.24	2480.68	8	0.060	67	descriptor orientatiu; no és anotació fonètica
a nivell	pa-045	624.85-629.07	clips/pa-045__a-nivell__624.85.wav	sí	4.220	0.4952	-53.26	-35.07	-23.84	0.0343	0.1551	255.08	90.46	989.95	2163.67	14	0.060	52	descriptor orientatiu; no és anotació fonètica
a nivell	pa-048	435.77-441.27	clips/pa-048__a-nivell__435.77.wav	sí	5.500	0.5438	-50.70	-34.25	-27.29	0.0391	0.1362	294.60	140.09	1162.66	1807.28	14	0.080	74	descriptor orientatiu; no és anotació fonètica
a nivell	pa-049	1396.25-1400.75	clips/pa-049__a-nivell__1396.25.wav	no	4.500	0.7321	-43.15	-25.74	-19.55	0.0297	0.2297	228.27	131.18	1340.22	2543.87	8	0.040	81	descriptor orientatiu; no és anotació fonètica
a nivell	pa-055	38.09-44.07	clips/pa-055__a-nivell__38.09.wav	sí	5.980	0.4564	-60.48	-41.54	-21.78	0.0391	0.1972	272.57	46.78	1375.36	2360.50	6	0.600	68	descriptor orientatiu; no és anotació fonètica
a nivell	pa-057	417.13-421.51	clips/pa-057__a-nivell__417.13.wav	sí	4.380	0.7706	-41.17	-27.71	-17.75	0.0469	0.2095	213.18	171.82	1007.69	2330.82	11	0.040	82	descriptor orientatiu; no és anotació fonètica
a nivell	pa-058	188.37-191.87	clips/pa-058__a-nivell__188.37.wav	sí	3.500	0.6954	-53.69	-26.95	-20.07	0.0365	0.2191	265.22	31.34	812.34	2459.86	8	0.060	61	descriptor orientatiu; no és anotació fonètica
a nivell	pa-059	142.93-150.35	clips/pa-059__a-nivell__142.93.wav	sí	7.420	0.5378	-57.90	-33.14	-20.04	0.0407	0.3839	254.32	119.94	1184.74	3554.56	22	0.080	98	descriptor orientatiu; no és anotació fonètica
a nivell	pa-060	201.93-208.63	clips/pa-060__a-nivell__201.93.wav	sí	6.700	0.5808	-58.59	-30.72	-22.02	0.0329	0.2285	132.05	40.16	970.05	2664.05	11	0.110	97	descriptor orientatiu; no és anotació fonètica
a nivell	pa-061	1357.21-1360.71	clips/pa-061__a-nivell__1357.21.wav	sí	3.500	0.8851	-36.26	-24.54	-21.36	0.0563	0.2186	299.53	82.09	1409.18	2169.01	6	0.080	78	descriptor orientatiu; no és anotació fonètica
a nivell	pa-063	1143.61-1148.07	clips/pa-063__a-nivell__1143.61.wav	sí	4.460	0.6261	-48.10	-32.07	-25.88	0.0329	0.1565	183.16	20.51	1046.43	1858.50	10	0.100	70	descriptor orientatiu; no és anotació fonètica
a nivell	pa-065	529.09-536.75	clips/pa-065__a-nivell__529.09.wav	sí	7.660	0.3691	-62.41	-37.91	-28.05	0.0313	0.1720	145.24	155.80	893.80	2022.82	17	0.100	70	descriptor orientatiu; no és anotació fonètica
a nivell	pa-066	25.21-29.71	clips/pa-066__a-nivell__25.21.wav	sí	4.500	0.7321	-42.26	-30.71	-25.74	0.0391	0.1275	278.12	38.98	1050.83	2131.66	20	0.040	81	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-003	361.93-366.63	clips/pa-003__tirar-endavant__361.93.wav	sí	4.700	0.6496	-44.41	-27.25	-18.90	0.0474	0.3013	295.24	52.59	1303.47	2960.60	12	0.060	77	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-017	49.85-56.15	clips/pa-017__tirar-endavant__49.85.wav	sí	6.300	0.5764	-50.66	-32.22	-23.03	0.0376	0.2942	224.14	132.54	939.67	3195.79	20	0.100	91	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-020	33.45-36.95	clips/pa-020__tirar-endavant__33.45.wav	no	3.500	0.5057	-62.75	-33.34	-21.33	0.0438	0.3861	209.74	105.23	1287.76	3392.09	3	0.050	44	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-029	56.73-63.23	clips/pa-029__tirar-endavant__56.73.wav	sí	6.500	0.6821	-43.84	-30.47	-18.49	0.0423	0.1989	218.12	174.64	1030.16	2420.61	20	0.060	111	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-030	185.61-192.15	clips/pa-030__tirar-endavant__185.61.wav	sí	6.540	0.4202	-58.80	-36.70	-29.48	0.0282	0.1408	117.34	30.19	1035.56	1960.59	17	0.130	69	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-031	146.09-150.31	clips/pa-031__tirar-endavant__146.09.wav	sí	4.220	0.6095	-49.01	-31.31	-23.63	0.0313	0.2321	116.99	129.32	984.07	3007.06	16	0.080	64	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-033	135.69-141.51	clips/pa-033__tirar-endavant__135.69.wav	sí	5.820	0.4897	-57.93	-35.23	-25.37	0.0423	0.1674	264.69	173.76	1051.29	2234.55	24	0.060	72	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-034	690.33-695.67	clips/pa-034__tirar-endavant__690.33.wav	sí	5.340	0.5451	-63.82	-30.54	-20.23	0.0344	0.2590	195.02	73.14	1059.38	2926.20	8	0.080	72	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-041	102.25-106.75	clips/pa-041__tirar-endavant__102.25.wav	sí	4.500	0.5357	-50.64	-32.55	-23.97	0.0423	0.2396	280.75	41.34	1049.89	2777.82	10	0.080	60	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-056	185.53-189.19	clips/pa-056__tirar-endavant__185.53.wav	sí	3.660	0.4890	-56.61	-35.33	-30.61	0.0282	0.1703	110.03	18.35	982.34	2161.56	11	0.090	44	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-057	56.61-63.15	clips/pa-057__tirar-endavant__56.61.wav	sí	6.540	0.6810	-44.30	-30.20	-18.18	0.0438	0.2011	216.90	179.26	1054.35	2462.78	22	0.060	112	descriptor orientatiu; no és anotació fonètica
tirar endavant	pa-059	49.77-54.87	clips/pa-059__tirar-endavant__49.77.wav	sí	5.100	0.5630	-50.35	-32.86	-23.58	0.0360	0.3393	226.38	146.70	947.27	3201.58	17	0.100	72	descriptor orientatiu; no és anotació fonètica
ensenyança	pa-003	279.69-286.23	clips/pa-003__ensenyan-a__279.69.wav	sí	6.540	0.7117	-42.88	-27.93	-18.23	0.0438	0.4092	308.83	44.35	1100.27	3643.49	19	0.050	120	descriptor orientatiu; no és anotació fonètica
ensenyança	pa-041	523.25-531.75	clips/pa-041__ensenyan-a__523.25.wav	sí	8.500	0.6108	-48.99	-29.73	-19.40	0.0454	0.1352	204.13	80.28	1097.69	1820.14	17	0.080	130	descriptor orientatiu; no és anotació fonètica
reformeta	pa-002	12.25-17.75	clips/pa-002__reformeta__12.25.wav	sí	5.500	0.5657	-55.23	-32.38	-22.50	0.0376	0.1801	320.59	133.84	857.93	2424.99	13	0.100	78	descriptor orientatiu; no és anotació fonètica
reformeta	pa-022	125.53-130.67	clips/pa-022__reformeta__125.53.wav	sí	5.140	0.6562	-51.47	-29.52	-21.65	0.0407	0.2300	117.30	114.53	1049.40	2366.46	13	0.090	84	descriptor orientatiu; no és anotació fonètica
reformeta	pa-025	1085.53-1091.51	clips/pa-025__reformeta__1085.53.wav	sí	5.980	0.5101	-60.96	-34.05	-22.26	0.0423	0.2419	254.39	96.19	983.85	2738.02	8	0.060	77	descriptor orientatiu; no és anotació fonètica
reformeta	pa-026	138.61-145.67	clips/pa-026__reformeta__138.61.wav	sí	7.060	0.4460	-61.59	-39.48	-20.14	0.0516	0.2424	255.30	162.43	1706.53	2621.94	13	0.080	79	descriptor orientatiu; no és anotació fonètica
reformeta	pa-034	191.33-198.59	clips/pa-034__reformeta__191.33.wav	sí	7.260	0.5773	-57.23	-31.63	-22.77	0.0360	0.3319	200.62	111.49	915.86	3242.69	17	0.090	103	descriptor orientatiu; no és anotació fonètica
reformeta	pa-038	1821.69-1828.07	clips/pa-038__reformeta__1821.69.wav	sí	6.380	0.4874	-64.07	-35.83	-23.59	0.0344	0.2028	201.34	35.56	1340.70	2302.78	11	0.090	77	descriptor orientatiu; no és anotació fonètica
reformeta	pa-055	139.05-145.83	clips/pa-055__reformeta__139.05.wav	sí	6.780	0.4201	-61.94	-42.11	-20.35	0.0559	0.2477	257.13	170.49	1885.34	2690.29	12	0.100	72	descriptor orientatiu; no és anotació fonètica
