id_a	id_b	formes_compartides	formes	nota
pa-024	pa-042	14	Sant Julià;clar;negacio_lexical_candidat=mai;no?;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vam ser;perquè;possessius_candidat=meva;possessius_candidat=seus;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-043	8	bueno;contacte_castella_candidat=bueno;doncs;possessius_candidat=nostra;possessius_candidat=nostre;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-045	32	Escaldes;a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;incoatiu_eix_candidat=desapareix;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va poder;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-046	25	bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;llavors;negacio_lexical_candidat=mai;no?;o sigui;perifrasi_past_candidata=va passar;perifrasi_past_candidata=van anar;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hem;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-048	27	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va haver;perifrasi_past_candidata=van venir;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'ha;pronom_en_candidat=n'hem;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-049	38	Escaldes;a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;doncs;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va permetre;perifrasi_past_candidata=va poder;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-051	12	bueno;clar;contacte_castella_candidat=bueno;de fet;llavors;perifrasi_past_candidata=vaig fer;perifrasi_past_candidata=van anar;perquè;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-052	11	bueno;clar;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig anar;perifrasi_past_candidata=vaig dir;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-053	14	Escaldes;bé;llavors;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig fer;perifrasi_past_candidata=vam fer;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-054	16	Escaldes;Sant Julià;a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;negacio_lexical_candidat=mai;perifrasi_past_candidata=va anar;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-055	50	Escaldes;Sant Julià;a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;doncs;evidentment;llavors;negacio_lexical_candidat=mai;no?;o sigui;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va caure;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va rebre;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig anar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig parlar;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam guanyar;perifrasi_past_candidata=vam parlar;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=vam sortir;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van molt;perquè;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-056	41	Escaldes;Sant Julià;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;parròquia;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig anar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig parlar;perifrasi_past_candidata=vam arribar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-057	39	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;doncs;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va buscar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dibuixar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va permetre;perifrasi_past_candidata=va provocar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vaig estar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-058	50	Escaldes;Sant Julià;a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;doncs;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va formar;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va poder;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam guanyar;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perifrasi_past_candidata=van venir;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_en_candidat=n'ha;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-059	36	Escaldes;Sant Julià;a nivell;bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;doncs;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;o sigui;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va decidir;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tancar;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-060	27	a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;de fet;doncs;llavors;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va considerar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va permetre;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vam arribar;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-061	28	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va formar;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-062	38	bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;no?;o sigui;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va obrir;perifrasi_past_candidata=va rebre;perifrasi_past_candidata=va semblar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vaig fer;perifrasi_past_candidata=vaig parlar;perifrasi_past_candidata=vaig pensar;perifrasi_past_candidata=van ser;perifrasi_past_candidata=van venir;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-063	32	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig estar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam fer;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-064	30	a veure;bé;clar;doncs;evidentment;llavors;negacio_lexical_candidat=mai;no?;o sigui;per tant;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig anar;perifrasi_past_candidata=vaig estar;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'ha;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-065	35	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;doncs;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;o sigui;per tant;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va obrir;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vaig anar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van venir;perquè;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-066	28	Escaldes;Sant Julià;a nivell;bueno;bé;contacte_castella_candidat=bueno;de fet;evidentment;llavors;no?;per tant;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va poder;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=van anar;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostres;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-025	pa-026	50	Escaldes;Massana;Ordino;Sant Julià;a veure;bueno;bé;clar;comunals;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;copríncep;doncs;evidentment;negacio_lexical_candidat=mai;no?;o sigui;per tant;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va portar;perifrasi_past_candidata=va quedar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig anar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig quedar;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam començar;perifrasi_past_candidata=vam demanar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam marxar;perifrasi_past_candidata=vam sortir;perifrasi_past_candidata=vam tenir;perifrasi_past_candidata=van convidar;perifrasi_past_candidata=van convocar;perquè;possessius_candidat=meu;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
