id_a	id_b	formes_compartides	formes	nota
pa-023	pa-036	25	Canillo;Sant Julià;a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va costar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va entrar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va permetre;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van passar;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-037	18	Canillo;bueno;bé;contacte_castella_candidat=bueno;diguem;llavors;parròquia;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van ser;perifrasi_past_candidata=van tornar;perquè;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-038	26	Canillo;a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;diguem;llavors;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va plegar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam posar;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van participar;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-039	20	Canillo;Sant Julià;bueno;bé;contacte_castella_candidat=bueno;diguem;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-040	14	bé;de fet;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-041	15	a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-042	6	Sant Julià;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-043	5	bueno;contacte_castella_candidat=bueno;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-045	20	a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perifrasi_past_candidata=van tenir;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-046	13	Canillo;bueno;bé;contacte_castella_candidat=bueno;diguem;llavors;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-048	15	a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va haver;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-049	27	a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;diguem;llavors;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va costar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va permetre;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van crear;perifrasi_past_candidata=van entrar;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-051	9	bueno;contacte_castella_candidat=bueno;de fet;llavors;perifrasi_past_candidata=va plegar;perquè;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-052	8	bueno;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-053	10	bé;llavors;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-054	13	Sant Julià;a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=van ser;perifrasi_past_candidata=van tenir;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-055	23	Sant Julià;a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va aportar;perifrasi_past_candidata=va costar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va entrar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-056	24	Canillo;Sant Julià;a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va costar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam arribar;perifrasi_past_candidata=vam posar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-057	25	a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;de fet;diguem;llavors;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va permetre;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=seu;pronom_en_candidat=en;pronom_en_candidat=n'havia;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-058	29	Canillo;Sant Julià;a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;diguem;llavors;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va entrar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van participar;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_en_candidat=n'éssim;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-059	20	Sant Julià;a nivell;bueno;bé;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;pronom_en_candidat=en;pronom_en_candidat=n'havia;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-060	53	Canillo;a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;de fet;diguem;llavors;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va aportar;perifrasi_past_candidata=va castigar;perifrasi_past_candidata=va considerar;perifrasi_past_candidata=va costar;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va disoldre;perifrasi_past_candidata=va entrar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va firmar;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va permetre;perifrasi_past_candidata=va plegar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vam afavorir;perifrasi_past_candidata=vam arribar;perifrasi_past_candidata=vam canviar;perifrasi_past_candidata=vam col·laborar;perifrasi_past_candidata=vam disfrutar;perifrasi_past_candidata=vam posar;perifrasi_past_candidata=van conèixer;perifrasi_past_candidata=van embolicar;perifrasi_past_candidata=van entrar;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ocupar;perifrasi_past_candidata=van participar;perifrasi_past_candidata=van passar;perifrasi_past_candidata=van ser;perifrasi_past_candidata=van tenir;perifrasi_past_candidata=van tornar;perifrasi_past_candidata=van veure;perifrasi_past_candidata=van viure;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_en_candidat=n'éssim;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-061	17	a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van entrar;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-062	21	Canillo;bueno;bé;contacte_castella_candidat=bueno;diguem;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van crear;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-063	18	a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;llavors;perifrasi_past_candidata=va aportar;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van crear;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-064	20	a veure;bé;llavors;perifrasi_past_candidata=va crear;perifrasi_past_candidata=va entrar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van crear;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perifrasi_past_candidata=van tenir;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_en_candidat=n'havia;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-065	22	Canillo;a nivell;a veure;bueno;bé;contacte_castella_candidat=bueno;de fet;llavors;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vam posar;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;vull dir;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-023	pa-066	19	Sant Julià;a nivell;bueno;bé;contacte_castella_candidat=bueno;de fet;llavors;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vam posar;perifrasi_past_candidata=van veure;perquè;possessius_candidat=meva;possessius_candidat=seu;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-025	48	Escaldes;Sant Julià;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;de fet;doncs;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;parròquia;per tant;perifrasi_past_candidata=va considerar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va explicar;perifrasi_past_candidata=va fent;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vaig anar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam arribar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=vam sortir;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_en_candidat=n'hem;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-026	48	Escaldes;Sant Julià;a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;doncs;evidentment;llavors;negacio_lexical_candidat=mai;no?;o sigui;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va caure;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va rebre;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig anar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig parlar;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam exposar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam guanyar;perifrasi_past_candidata=vam parlar;perifrasi_past_candidata=vam sortir;perquè;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seus;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-027	38	bueno;bé;clar;contacte_castella_candidat=bueno;de fet;doncs;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;parròquia;per tant;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=van anar;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;possessius_candidat=seves;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-028	19	bueno;bé;clar;contacte_castella_candidat=bueno;de fet;doncs;llavors;negacio_lexical_candidat=tampoc;no?;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-029	37	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va buscar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dibuixar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va permetre;perifrasi_past_candidata=va provocar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vaig estar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-030	41	Sant Julià;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;parròquia;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig anar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig parlar;perifrasi_past_candidata=vam arribar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-031	33	a veure;bueno;bé;clar;contacte_castella_candidat=bueno;de fet;doncs;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va decidir;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va semblar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=vaig anar;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vam arribar;perifrasi_past_candidata=vam fer;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-032	26	a veure;bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;doncs;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van ser;perquè;possessius_candidat=seus;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-033	24	Escaldes;a nivell;bé;clar;de fet;doncs;llavors;parròquia;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig fer;perifrasi_past_candidata=vam arribar;perifrasi_past_candidata=vam fer;perquè;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-034	42	a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;contacte_castella_candidat=vale;doncs;llavors;negacio_lexical_candidat=tampoc;no?;o sigui;parròquia;per tant;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va caure;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va donar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vaig fer;perifrasi_past_candidata=vaig pensar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostre;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-035	34	Escaldes;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;perifrasi_past_candidata=va continuar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va formar;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va organitzar;perifrasi_past_candidata=va semblar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig estar;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam sortir;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van venir;perquè;possessius_candidat=meva;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-036	39	Escaldes;Sant Julià;a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va parlar;perifrasi_past_candidata=va permetre;perifrasi_past_candidata=va poder;perifrasi_past_candidata=va provocar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam anar;perifrasi_past_candidata=vam estar;perifrasi_past_candidata=vam parlar;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=nostra;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-037	27	bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;doncs;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;parròquia;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va explicar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig fer;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostra;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-038	41	Escaldes;a nivell;a veure;bueno;bé;clar;contacte_castella_candidat=bueno;contacte_castella_candidat=pues;contacte_castella_candidat=vale;doncs;llavors;negacio_lexical_candidat=mai;negacio_lexical_candidat=tampoc;no?;o sigui;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va bé;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va passar;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vaig dir;perifrasi_past_candidata=vam fer;perifrasi_past_candidata=vam sortir;perifrasi_past_candidata=van dir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=meva;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seus;possessius_candidat=seves;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-039	26	Sant Julià;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;no?;per tant;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va dir;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=va tenir;perifrasi_past_candidata=van fer;perifrasi_past_candidata=van ser;perquè;possessius_candidat=nostre;possessius_candidat=nostres;possessius_candidat=seu;possessius_candidat=seves;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-040	19	bé;de fet;doncs;evidentment;negacio_lexical_candidat=mai;o sigui;parròquia;perifrasi_past_candidata=va acabar;perifrasi_past_candidata=va fer;perifrasi_past_candidata=va haver;perifrasi_past_candidata=va ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_hi_candidat=hi;pronom_ho_candidat=ho	semblança textual ASR ampliada; no és classificació dialectal
pa-024	pa-041	24	a veure;bueno;bé;clar;contacte_castella_candidat=bueno;doncs;evidentment;llavors;negacio_lexical_candidat=tampoc;per tant;perifrasi_past_candidata=va anar;perifrasi_past_candidata=va posar;perifrasi_past_candidata=va ser;perifrasi_past_candidata=vam ser;perifrasi_past_candidata=van fer;perquè;possessius_candidat=meva;possessius_candidat=seu;possessius_candidat=seva;pronom_en_candidat=en;pronom_en_candidat=n'hi;pronom_hi_candidat=hi;pronom_ho_candidat=ho;és a dir	semblança textual ASR ampliada; no és classificació dialectal
