id_a	id_b	n_dimensions	distancia_z	dimensions	estat
lead-rtva-001::a veure	lead-rtva-001::bé	6	0.7856	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-001::bueno	6	0.9147	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-001::clar	7	0.3048	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-001::de fet	6	0.3481	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-001::doncs	7	0.4306	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-001::llavors	6	1.0630	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-001::perquè	7	0.6860	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-001::vull dir	6	0.5064	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::a nivell	7	0.5831	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::a veure	7	1.2642	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::bé	7	1.1472	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::clar	6	0.8271	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::de fet	7	0.6283	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::doncs	7	1.1472	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::evidentment	6	0.5442	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::no?	6	0.3185	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::per tant	7	0.8518	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::perquè	7	0.4310	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::és a dir	7	0.8274	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-002-ian-moya::vull dir	7	0.3052	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-003-dj-neura::aleshores	7	0.7101	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-003-dj-neura::bé	6	0.8839	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-003-dj-neura::bueno	7	0.6401	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-003-dj-neura::clar	7	0.7101	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-003-dj-neura::doncs	6	0.8839	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-003-dj-neura::no?	6	0.8839	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-003-dj-neura::o sigui	7	0.8906	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-003-dj-neura::perquè	6	0.8533	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::bé	7	1.1279	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::bueno	7	0.9841	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::clar	7	1.1861	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::comuns	7	1.1693	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::de fet	6	1.2003	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::doncs	7	1.0161	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::no?	7	1.0759	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::o sigui	7	1.0780	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::per tant	7	0.6859	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::perquè	6	1.0922	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-rtva-004-joan-mico::vull dir	7	1.0986	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-cg-001-xavier-espot::andorrana	6	0.7252	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-cg-001-xavier-espot::comú	7	1.0035	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::a veure	lead-cg-001-xavier-espot::perquè	6	0.6634	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-001::bueno	6	0.7546	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-001::clar	6	0.7774	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-001::de fet	6	0.8516	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-001::doncs	6	0.6909	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-001::llavors	6	0.6349	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-001::perquè	6	0.7930	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-001::vull dir	6	0.6038	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::a nivell	6	0.9726	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::a veure	6	0.8047	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::bé	6	0.7280	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::clar	6	0.7899	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::de fet	6	0.9580	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::doncs	6	0.7280	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::Escaldes	6	1.0682	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::evidentment	6	0.6508	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::llavors	6	1.1101	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::no?	6	0.8671	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::per tant	6	0.7885	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::perquè	6	0.8969	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::és a dir	6	0.8957	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-002-ian-moya::vull dir	6	0.8152	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-003-dj-neura::bé	6	0.7471	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-003-dj-neura::bueno	6	0.8446	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-003-dj-neura::doncs	6	0.7471	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-003-dj-neura::no?	6	0.7471	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-003-dj-neura::o sigui	6	0.9817	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-003-dj-neura::perquè	6	0.7154	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-004-joan-mico::de fet	6	1.2247	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-004-joan-mico::llavors	6	1.3291	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-004-joan-mico::per tant	6	0.7502	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-rtva-004-joan-mico::perquè	6	1.2327	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-cg-001-xavier-espot::andorrana	6	0.9951	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-cg-001-xavier-espot::comú	6	0.9498	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-cg-001-xavier-espot::per tant	6	1.1874	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bé	lead-cg-001-xavier-espot::perquè	6	0.7359	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-001::clar	6	0.9761	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-001::de fet	6	1.1337	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-001::doncs	6	0.7863	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-001::llavors	6	0.8908	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-001::perquè	6	0.8206	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-001::vull dir	6	0.6966	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::a nivell	6	0.8313	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::a veure	6	0.9312	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::bé	6	1.2114	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::clar	6	0.9028	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::de fet	6	0.8710	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::doncs	6	1.2114	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::Escaldes	6	0.6348	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::evidentment	6	1.1127	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::no?	6	0.9549	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::per tant	6	0.9285	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::perquè	6	0.9902	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::és a dir	6	1.0305	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-002-ian-moya::vull dir	6	0.8457	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-003-dj-neura::aleshores	6	1.3437	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-003-dj-neura::bé	6	1.0229	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-003-dj-neura::bueno	6	1.0233	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-003-dj-neura::clar	6	1.3437	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-003-dj-neura::doncs	6	1.0229	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-003-dj-neura::no?	6	1.0229	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-003-dj-neura::o sigui	6	1.2088	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-003-dj-neura::perquè	6	1.0366	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-rtva-004-joan-mico::per tant	6	1.2184	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-cg-001-xavier-espot::andorrana	6	1.3311	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-cg-001-xavier-espot::comú	6	0.9720	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::bueno	lead-cg-001-xavier-espot::perquè	6	1.0000	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-001::de fet	6	0.3845	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-001::doncs	7	0.4979	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-001::llavors	6	1.0065	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-001::perquè	7	0.7945	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-001::vull dir	6	0.6338	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::a nivell	7	0.5152	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::a veure	7	1.1754	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::bé	7	1.2100	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::clar	6	0.7906	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::de fet	7	0.6555	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::doncs	7	1.2100	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::evidentment	6	0.6687	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::no?	6	0.4386	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::per tant	7	0.7183	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::perquè	7	0.4607	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::és a dir	7	0.6778	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-002-ian-moya::vull dir	7	0.4935	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-003-dj-neura::aleshores	7	0.8578	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-003-dj-neura::bé	6	0.8404	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-003-dj-neura::bueno	7	0.7497	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-003-dj-neura::clar	7	0.8578	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-003-dj-neura::doncs	6	0.8404	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-003-dj-neura::no?	6	0.8404	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-003-dj-neura::o sigui	7	0.9135	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
lead-rtva-001::clar	lead-rtva-003-dj-neura::perquè	6	0.7584	f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio,centroid_median_hz	semblança acústica exploratòria; pendent d’audició
