id_a	id_b	n_dimensions	distancia_z	dimensions	formes_compartides_asr	estat
spk-039	spk-048	6	0.7682	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	15	semblança acústica exploratòria; pendent d'audició
spk-039	spk-049	6	0.6799	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-039	spk-050	6	1.0180	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-039	spk-051	6	0.8084	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	15	semblança acústica exploratòria; pendent d'audició
spk-039	spk-052	6	1.1042	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-039	spk-053	6	0.9629	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-039	spk-054	6	0.5994	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-039	spk-055	6	0.8619	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-039	spk-056	6	1.3300	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-039	spk-057	6	0.9978	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-039	spk-058	6	0.7937	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-039	spk-059	6	0.7353	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-040	spk-041	6	0.7291	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-040	spk-042	6	1.3222	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-040	spk-044	6	0.9700	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	13	semblança acústica exploratòria; pendent d'audició
spk-040	spk-045	6	0.7382	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-040	spk-046	6	1.2079	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-040	spk-047	6	0.4416	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-040	spk-048	6	1.2953	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-040	spk-050	6	1.0770	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-040	spk-054	6	1.0756	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-040	spk-055	6	1.0774	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-040	spk-057	6	0.5398	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-040	spk-059	6	0.7345	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-041	spk-042	6	0.9207	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-041	spk-043	6	1.1358	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-041	spk-044	6	0.6636	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-041	spk-045	6	0.8994	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-041	spk-046	6	0.9721	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-041	spk-047	6	0.9641	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-041	spk-048	6	0.7126	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-041	spk-049	6	1.0325	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-041	spk-050	6	0.7896	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-041	spk-051	6	1.1043	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-041	spk-052	6	1.3447	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-041	spk-054	6	0.7872	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-041	spk-055	6	1.0200	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-041	spk-057	6	0.6610	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-041	spk-059	6	0.7034	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-042	spk-043	6	0.9555	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-042	spk-044	6	1.0043	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	14	semblança acústica exploratòria; pendent d'audició
spk-042	spk-045	6	1.0337	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-042	spk-046	6	1.0017	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-042	spk-048	6	0.7351	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	13	semblança acústica exploratòria; pendent d'audició
spk-042	spk-050	6	0.4364	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-042	spk-051	6	1.1723	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	14	semblança acústica exploratòria; pendent d'audició
spk-042	spk-054	6	0.9717	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-042	spk-055	6	1.2702	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-042	spk-057	6	1.1067	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-042	spk-059	6	1.0977	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-043	spk-044	6	0.8018	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-043	spk-045	6	1.3428	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-043	spk-046	6	0.9052	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-043	spk-048	6	0.7884	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	15	semblança acústica exploratòria; pendent d'audició
spk-043	spk-049	6	0.9820	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-043	spk-050	6	0.9200	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-043	spk-051	6	0.4828	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-043	spk-052	6	1.1758	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-043	spk-053	6	0.6059	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-043	spk-054	6	0.7325	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	10	semblança acústica exploratòria; pendent d'audició
spk-043	spk-055	6	1.1046	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-043	spk-056	6	1.0737	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-043	spk-058	6	0.7263	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-043	spk-059	6	1.2393	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-044	spk-045	6	0.8312	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-044	spk-046	6	0.7742	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-044	spk-047	6	1.2400	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-044	spk-048	6	0.9017	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	17	semblança acústica exploratòria; pendent d'audició
spk-044	spk-049	6	1.1076	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-044	spk-050	6	0.6863	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-044	spk-051	6	0.7302	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	15	semblança acústica exploratòria; pendent d'audició
spk-044	spk-052	6	0.7316	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-044	spk-053	6	0.9039	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-044	spk-054	6	0.3639	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-044	spk-055	6	0.5601	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-044	spk-057	6	0.8669	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-044	spk-058	6	0.9874	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-044	spk-059	6	0.8308	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-045	spk-046	6	1.1559	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-045	spk-047	6	0.8206	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-045	spk-048	6	1.2636	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-045	spk-050	6	0.6883	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-045	spk-052	6	1.0356	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-045	spk-054	6	0.7675	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-045	spk-055	6	0.6772	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-045	spk-057	6	0.4394	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-045	spk-059	6	0.6221	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-046	spk-048	6	0.8092	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-046	spk-049	6	1.1001	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-046	spk-050	6	0.8374	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-046	spk-051	6	0.8838	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-046	spk-052	6	1.2617	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-046	spk-053	6	1.2050	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-046	spk-054	6	0.9855	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-046	spk-055	6	1.1834	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-046	spk-057	6	1.1634	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-046	spk-058	6	1.1962	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-046	spk-059	6	1.0087	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-047	spk-050	6	1.2576	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-047	spk-054	6	1.2525	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-047	spk-055	6	1.2528	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-047	spk-057	6	0.5697	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-047	spk-059	6	0.6767	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-048	spk-049	6	0.7054	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-048	spk-050	6	0.8466	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-048	spk-051	6	0.9655	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	15	semblança acústica exploratòria; pendent d'audició
spk-048	spk-053	6	1.2537	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-048	spk-054	6	0.9436	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-048	spk-055	6	1.3184	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-048	spk-057	6	1.1257	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	13	semblança acústica exploratòria; pendent d'audició
spk-048	spk-058	6	1.2075	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-048	spk-059	6	0.9529	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-049	spk-051	6	1.0311	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
spk-049	spk-053	6	1.2540	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-049	spk-054	6	1.1621	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-049	spk-058	6	0.9944	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-049	spk-059	6	1.1880	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-050	spk-051	6	1.0571	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-050	spk-052	6	1.1157	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-050	spk-053	6	1.2543	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-050	spk-054	6	0.6866	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-050	spk-055	6	0.8922	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-050	spk-057	6	0.8492	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	11	semblança acústica exploratòria; pendent d'audició
spk-050	spk-059	6	0.8812	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-051	spk-052	6	1.1032	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-051	spk-053	6	0.6915	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-051	spk-054	6	0.8015	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	12	semblança acústica exploratòria; pendent d'audició
spk-051	spk-055	6	1.1111	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-051	spk-056	6	1.2019	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-051	spk-058	6	0.8169	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-051	spk-059	6	1.3120	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	7	semblança acústica exploratòria; pendent d'audició
spk-052	spk-053	6	0.9831	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-052	spk-054	6	0.7241	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-052	spk-055	6	0.4749	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	1	semblança acústica exploratòria; pendent d'audició
spk-052	spk-057	6	1.2732	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-052	spk-058	6	1.1660	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-052	spk-059	6	1.2765	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-053	spk-054	6	0.8742	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-053	spk-055	6	1.0992	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-053	spk-056	6	1.1407	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	2	semblança acústica exploratòria; pendent d'audició
spk-053	spk-058	6	0.4446	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-054	spk-055	6	0.4301	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	4	semblança acústica exploratòria; pendent d'audició
spk-054	spk-056	6	1.2590	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-054	spk-057	6	0.8565	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	9	semblança acústica exploratòria; pendent d'audició
spk-054	spk-058	6	0.9778	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	5	semblança acústica exploratòria; pendent d'audició
spk-054	spk-059	6	0.7926	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-055	spk-057	6	0.8577	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-055	spk-058	6	1.2021	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-055	spk-059	6	0.8724	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	6	semblança acústica exploratòria; pendent d'audició
spk-056	spk-058	6	1.2333	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	3	semblança acústica exploratòria; pendent d'audició
spk-057	spk-059	6	0.3690	f0_hz,f1_hz,f2_hz,f3_hz,pausa_mediana_s,veu_proporcio	8	semblança acústica exploratòria; pendent d'audició
